_id,LOC,Contract_definitions,FunctionDefinitions,Function calls,ExpressionStatements,EventDefinitions,ElementaryType_addresses,Modifier_Definitions,Modifier_Invocations,Approvefunction_Definitions,Binary_Operations,Blocks,Bytes,Placeholder_statements,Constant_values,Hexadecimal_addresses
57811,752,11,92,0,221,10,63,0,0,1,475,116,2,0,0,1
57812,191,4,33,16,63,2,29,0,1,2,94,47,0,0,0,1
57816,176,6,29,0,72,4,29,3,7,2,134,31,0,0,12,0
57818,85,5,24,6,29,3,30,1,2,2,40,18,2,0,6,2
57819,84,6,20,5,22,2,24,0,0,2,39,17,0,0,0,0
57820,196,5,32,11,62,10,43,3,16,2,136,50,0,0,6,0
57821,194,4,27,6,70,5,13,1,0,0,126,40,6,0,0,1
57822,120,3,19,1,64,1,8,1,5,0,138,25,0,0,1,0
57823,100,13,87,0,145,11,75,7,33,2,219,117,0,0,38,0
57824,155,3,24,14,43,11,20,0,0,1,70,42,0,0,0,0
57825,254,12,75,17,40,16,62,2,4,0,17,55,97,0,0,2
57826,210,12,51,17,65,9,47,5,13,0,65,57,0,0,0,0
57828,352,16,60,0,140,15,56,2,17,2,145,76,1,0,0,0
57829,93,5,24,0,40,3,30,1,2,2,46,18,2,0,6,4
57830,68,2,9,4,28,2,15,1,0,0,38,11,0,0,0,1
57831,154,5,31,3,48,5,30,3,9,1,84,35,2,0,0,1
57832,111,4,18,8,44,4,27,1,5,1,58,19,2,0,0,2
57833,128,7,23,8,32,4,29,1,2,2,50,21,0,0,0,1
57834,33,1,5,0,15,0,7,0,0,0,26,9,0,0,0,1
57835,7,1,1,0,2,0,0,0,0,0,1,2,0,0,1,0
57836,85,5,24,0,35,3,30,1,2,2,40,18,2,0,6,2
57838,248,18,44,14,57,9,45,5,19,3,57,46,1,0,0,0
57839,98,4,23,0,38,4,31,1,2,2,55,20,0,0,6,0
57840,65,5,13,2,13,1,10,0,0,0,25,12,5,0,2,0
57842,288,14,49,0,116,12,44,2,15,2,126,66,0,0,0,0
57843,138,4,25,0,64,4,34,1,7,1,75,29,2,0,0,2
57844,148,5,30,10,48,9,42,3,13,2,71,32,0,0,6,0
57846,111,1,17,10,51,2,20,4,9,1,65,23,0,0,0,6
57848,94,4,23,3,18,1,16,0,0,0,33,21,13,0,0,1
57849,374,3,38,5,72,5,43,5,10,0,214,62,2,0,1,10
57850,113,5,28,0,41,4,35,2,7,2,66,24,0,0,9,4
57852,10,2,2,0,1,0,0,0,0,0,3,2,0,0,1,0
57853,9,1,3,0,2,0,0,0,0,0,2,3,0,0,1,0
57854,85,5,24,6,29,3,30,1,2,2,40,18,2,0,6,2
57855,96,5,24,0,40,3,30,1,2,2,53,20,2,0,6,0
57856,236,16,48,0,70,9,51,6,17,2,92,60,0,0,5,3
57857,257,5,39,7,108,9,48,3,14,1,163,52,2,0,1,1
57858,412,17,82,13,93,9,74,5,19,3,91,82,0,0,0,1
57859,85,5,24,0,35,3,30,1,2,2,40,18,2,0,6,2
57860,24,1,4,0,9,0,5,1,1,0,9,7,0,0,0,0
57861,578,8,46,15,115,13,41,9,25,2,203,80,1,0,0,0
57862,79,4,20,5,30,3,26,1,1,2,51,15,0,0,0,0
57863,79,6,25,0,31,1,19,4,13,1,40,23,0,0,7,2
57866,494,7,61,24,154,16,85,16,40,1,271,107,6,0,6,10
57867,1014,7,149,10,407,3,63,9,82,0,761,194,254,0,2,31
57868,96,5,24,0,40,3,30,1,2,2,53,20,2,0,6,0
57869,68,7,13,0,15,2,18,1,4,0,11,13,9,0,0,0
57870,139,5,26,6,53,3,31,1,3,2,106,28,2,0,3,1
57871,155,5,35,1,53,1,17,1,2,0,78,29,0,0,0,3
57872,260,13,42,11,62,7,48,4,8,2,71,43,0,0,0,0
57873,352,16,60,0,140,15,56,2,17,2,145,76,1,0,0,0
57874,268,5,36,9,126,6,40,1,2,2,201,51,0,0,8,4
57875,79,2,16,1,22,2,12,1,5,0,40,22,0,0,5,0
57876,94,2,14,0,29,4,14,0,0,1,61,15,0,0,0,2
57877,160,6,33,14,50,9,69,5,20,0,84,39,15,0,5,0
57878,70,1,9,0,17,0,0,0,0,0,28,17,0,0,0,0
57883,508,15,62,20,139,15,65,8,43,3,211,90,20,0,0,4
57884,89,5,24,0,39,3,30,1,2,2,66,18,2,0,6,8
57886,72,6,20,0,15,2,21,1,2,2,38,18,0,0,8,0
57887,100,17,102,0,182,14,91,10,41,2,279,151,0,0,40,3
57888,199,8,32,11,72,7,31,6,17,2,147,35,2,0,3,1
57890,203,8,45,8,27,7,48,1,5,2,56,31,0,0,0,1
57891,129,10,30,10,36,7,34,3,13,3,50,30,0,0,0,0
57893,85,5,24,6,29,3,30,1,2,2,40,18,2,0,6,2
57895,170,6,34,0,64,4,32,1,3,2,97,34,17,0,10,1
57897,181,8,31,11,47,6,40,6,14,2,59,38,0,0,0,1
57898,155,3,24,14,43,11,20,0,0,1,72,42,0,0,0,0
57900,888,15,71,10,162,7,86,2,21,2,302,130,8,0,0,0
57902,252,7,43,9,65,3,46,1,5,2,93,42,0,0,0,0
57903,441,20,73,21,109,17,64,6,27,3,122,78,1,0,1,0
57904,96,5,24,0,40,3,30,1,2,2,53,20,2,0,0,0
57906,17,2,7,0,5,0,4,0,0,0,2,4,0,0,0,1
57908,516,6,56,8,163,7,111,3,16,0,243,88,8,0,0,0
57909,141,7,26,8,53,7,40,3,7,2,86,27,0,0,0,1
57910,16,2,4,0,5,0,2,1,2,0,5,5,1,0,1,0
57911,544,5,53,1,174,2,12,2,3,0,415,133,29,0,0,27
57912,85,5,24,6,29,3,30,1,2,2,40,18,2,0,6,2
57915,166,10,30,9,53,6,36,3,7,2,112,36,0,0,6,2
57916,89,5,24,0,37,3,30,1,2,2,42,18,2,0,6,2
57917,19,2,8,0,2,2,16,0,0,1,1,3,0,0,0,0
57918,342,2,33,0,86,5,27,4,12,0,221,50,2,0,0,26
57920,51,5,12,0,17,0,11,1,3,0,30,15,1,0,0,0
57921,327,11,63,11,86,9,85,0,0,3,151,68,20,0,0,6
57922,434,9,70,12,121,10,51,3,11,0,219,109,19,0,0,0
57923,185,8,28,5,38,2,35,0,0,2,50,22,8,0,0,1
57924,156,10,26,6,46,3,32,2,4,2,125,34,0,0,5,3
57926,57,1,8,0,15,2,16,0,0,1,30,13,0,0,3,1
57928,1133,7,161,14,476,4,73,14,89,0,839,223,254,0,2,31
57929,23,1,3,1,7,1,9,0,0,0,13,7,0,0,1,0
57931,85,5,24,0,35,3,30,1,2,2,40,18,2,0,6,2
57932,85,5,24,6,29,3,30,1,2,2,40,18,2,0,6,2
57934,86,5,24,6,29,3,30,1,2,2,41,18,2,0,3,0
57935,207,6,37,15,66,9,43,3,14,2,113,42,0,0,4,1
57938,68,2,12,2,17,3,15,1,2,0,31,20,0,0,5,0
57942,69,4,15,1,28,1,11,3,5,0,39,17,0,0,2,5
57943,96,5,24,0,40,3,30,1,2,2,53,20,2,0,6,0
57945,419,15,81,7,116,5,77,3,9,2,128,73,32,0,0,8
57946,118,6,18,8,43,2,17,2,4,0,65,22,5,0,1,1
57947,140,6,29,7,42,7,40,4,11,2,65,29,0,0,8,0
57948,908,9,131,0,299,3,40,5,66,0,620,163,266,0,3,29
57952,349,2,34,0,71,5,27,4,10,0,218,53,2,0,0,5
57953,185,2,20,31,63,2,12,1,2,0,137,61,1,0,0,31
57956,276,6,52,0,135,10,53,6,36,2,187,55,0,0,0,0
57957,8,2,2,0,1,0,2,0,0,0,0,2,0,0,0,1
57958,89,2,14,0,30,3,14,2,7,1,55,17,0,0,0,2
57960,85,5,24,0,35,3,30,1,2,2,40,18,2,0,6,2
57961,32,3,9,0,7,1,8,1,0,0,3,11,1,0,1,0
57962,117,5,29,10,46,4,37,1,5,2,68,23,2,0,6,1
57963,96,5,24,0,40,3,30,1,2,2,53,20,2,0,6,0
57964,161,9,23,0,73,8,27,2,6,2,82,26,0,0,8,2
57965,224,12,37,14,47,9,40,5,16,3,60,39,0,0,0,0
57968,81,2,16,0,29,2,15,1,3,1,52,20,0,0,7,1
57969,278,9,52,13,63,9,85,6,23,2,91,48,13,0,0,0
57970,173,3,35,0,41,9,77,0,0,1,102,35,19,0,8,0
57971,96,5,24,0,40,3,30,1,2,2,53,20,2,0,6,0
57973,203,13,41,0,66,9,51,2,8,2,73,40,0,0,8,1
57974,140,6,29,7,42,7,40,4,11,2,65,29,0,0,8,0
57975,234,9,37,13,64,7,47,7,23,2,93,41,0,0,0,3
57976,168,3,29,0,62,7,34,2,17,0,84,38,0,0,7,3
57977,36,1,6,3,7,3,10,0,0,0,10,6,0,0,2,0
57978,147,5,30,10,48,9,42,3,13,2,71,32,0,0,6,0
57981,69,3,10,3,26,2,18,1,1,1,37,12,2,0,0,2
57982,253,7,40,12,90,9,45,4,19,2,111,65,0,0,0,0
57983,160,9,33,7,36,4,47,2,6,2,75,34,13,0,6,3
57984,1270,18,203,20,414,12,107,9,90,3,751,245,255,0,2,29
57985,445,4,36,1,184,1,15,1,1,0,235,78,0,0,0,0
57986,148,5,30,10,48,9,42,3,13,2,71,32,0,0,6,0
57989,1859,25,212,0,619,33,166,4,35,1,1107,322,26,0,0,4
57990,52,3,9,0,22,0,10,1,3,0,37,12,2,0,0,0
57991,11,2,4,0,3,0,1,0,0,0,3,4,0,0,1,0
57993,151,5,27,0,57,4,34,1,5,2,86,25,7,0,4,1
57994,151,2,25,3,47,6,39,4,7,2,84,33,0,0,2,1
57995,148,5,30,10,48,9,42,3,13,2,71,32,0,0,6,0
57996,85,5,24,0,35,3,30,1,2,2,40,18,2,0,6,2
57997,222,2,25,5,45,5,23,2,4,0,177,39,0,0,0,3
57999,85,5,24,0,35,3,30,1,2,2,40,18,2,0,6,2
58000,428,4,48,5,139,2,45,0,0,0,225,99,0,0,0,5
58002,166,7,30,2,57,4,31,2,9,1,79,34,2,0,1,1
58003,40,1,6,0,9,2,15,0,0,1,20,10,0,0,3,0
58004,130,8,24,8,31,4,29,1,3,2,48,22,0,0,0,0
58006,175,5,20,3,22,5,31,1,3,1,33,16,1,0,0,0
58007,153,8,34,6,43,5,46,2,6,2,60,29,8,0,4,2
58008,757,6,62,5,317,8,58,1,1,2,500,196,0,0,21,0
58009,516,7,38,5,100,8,20,3,11,0,301,67,5,0,0,18
58010,160,6,34,9,40,3,34,1,3,2,60,30,0,0,0,0
58012,392,11,71,19,122,13,75,2,18,2,210,76,40,0,0,10
58013,85,5,24,6,29,3,30,1,2,2,40,18,2,0,6,2
58014,39,2,9,2,11,2,4,1,1,0,20,11,0,0,0,1
58017,96,2,15,4,22,4,19,1,1,0,43,26,0,0,0,2
58018,244,7,46,6,93,2,44,8,10,2,103,53,7,0,0,0
58020,104,2,11,2,44,4,12,2,2,0,69,17,0,0,0,0
58022,176,4,24,13,63,7,34,1,10,1,100,40,0,0,0,2
58024,85,5,24,0,35,3,30,1,2,2,40,18,2,0,6,2
58025,236,13,38,15,51,15,50,5,15,3,60,40,0,0,0,0
58027,113,4,20,4,32,3,23,1,2,1,76,29,0,0,0,5
58028,53,2,10,1,26,1,6,2,5,0,27,13,0,0,0,0
58031,253,2,29,4,67,5,30,2,10,0,132,49,2,0,0,6
58032,144,9,27,10,36,5,31,1,4,2,53,25,0,0,0,0
58033,85,5,24,6,29,3,30,1,2,2,41,18,2,0,6,2
58036,85,5,24,0,35,3,30,1,2,2,40,18,2,0,6,2
58037,210,1,17,11,67,9,26,9,22,0,80,34,3,0,6,0
58038,327,14,81,0,128,7,76,4,16,2,149,80,45,0,2,7
58039,26,2,7,0,11,0,2,0,0,0,22,7,0,0,1,0
58040,85,5,24,0,35,3,30,1,2,2,40,18,2,0,6,2
58042,96,5,24,0,40,3,30,1,2,2,53,20,2,0,6,0
58043,552,16,118,44,195,37,156,13,90,2,126,128,29,0,0,0
58044,296,13,46,21,87,12,49,5,12,2,102,60,10,0,0,2
58045,375,15,89,0,139,9,76,5,17,2,161,94,37,0,2,11
58046,160,1,18,1,66,1,12,1,6,0,74,33,14,0,0,0
58047,1002,14,154,11,319,9,58,5,71,3,618,182,253,0,2,27
58048,140,6,29,7,42,7,40,4,11,2,65,29,0,0,8,0
58050,190,4,28,0,79,2,27,3,14,2,208,47,0,0,1,11
58051,141,1,16,0,52,0,10,0,0,0,93,28,0,0,0,0
58052,143,7,31,9,47,7,38,1,5,2,59,27,2,0,0,1
58053,624,7,50,10,133,8,20,2,6,0,367,84,57,0,0,4
58054,83,4,22,3,14,3,24,0,0,2,36,18,0,0,10,0
58055,22,3,9,0,6,2,13,0,0,1,6,4,0,0,0,1
58057,85,5,24,0,35,3,30,1,2,2,40,18,2,0,6,2
58058,112,4,30,7,22,6,25,0,0,1,54,44,0,0,0,0
58059,85,5,24,6,29,3,30,1,2,2,40,18,2,0,6,2
58060,38,1,4,0,10,0,2,0,0,0,22,7,7,0,0,0
58061,108,7,24,9,33,4,31,1,3,2,54,22,0,0,0,1
58062,40,2,9,3,12,1,6,1,3,0,14,10,4,0,0,0
58064,176,5,31,10,47,5,37,2,4,2,75,32,0,0,0,1
58066,104,7,23,6,28,3,31,2,2,2,46,22,0,0,0,1
58067,60,2,9,4,22,3,18,0,0,1,32,9,2,0,0,1
58068,25,1,4,0,9,1,1,0,0,0,6,4,0,0,1,0
58069,21,1,6,0,9,0,3,0,0,0,9,6,0,0,0,0
58072,119,9,23,0,42,4,28,4,8,2,51,22,0,0,8,2
58073,185,8,28,5,38,2,35,0,0,2,50,22,8,0,0,1
58075,343,2,33,21,87,19,51,13,44,0,88,51,4,0,0,1
58076,210,7,35,14,79,13,58,6,20,3,101,38,0,0,0,3
58077,279,4,25,0,94,11,36,9,27,0,104,45,3,0,8,0
58078,248,9,47,8,57,5,60,1,2,2,81,40,16,0,0,7
58080,158,2,21,0,36,3,20,3,7,0,59,27,0,0,0,2
58084,85,5,24,0,35,3,30,1,2,2,40,18,2,0,6,2
58085,85,5,24,6,29,3,30,1,2,2,40,18,2,0,6,0
58086,175,4,18,3,44,6,30,1,3,1,60,16,10,0,0,3
58087,85,5,24,0,35,3,30,1,2,2,40,18,2,0,6,2
58090,85,5,24,0,35,3,30,1,2,2,40,18,2,0,6,2
58091,126,5,26,6,39,3,29,1,3,2,51,19,0,0,6,4
58092,85,5,24,0,35,3,30,1,2,2,40,18,2,0,6,2
58094,85,5,24,6,29,3,30,1,2,2,40,18,2,0,6,2
58095,101,5,24,1,27,3,15,1,1,1,70,26,2,0,0,3
58096,251,15,70,7,81,5,73,1,3,2,83,58,16,0,0,6
58097,11,1,2,0,3,0,1,0,0,0,5,3,0,0,0,1
58098,148,5,30,10,48,9,42,3,13,2,71,32,0,0,6,0
58099,62,3,19,0,23,2,21,0,0,2,31,13,0,0,6,0
58100,166,7,30,2,57,4,31,2,9,1,79,34,2,0,1,1
58101,350,13,66,9,91,7,69,3,9,2,95,56,18,0,0,8
58102,148,5,30,10,48,9,42,3,13,2,71,32,0,0,6,0
58103,263,4,26,1,96,1,13,1,1,0,127,46,0,0,0,0
58104,183,6,34,11,46,8,42,3,10,2,54,34,9,0,10,1
58105,201,9,40,3,54,7,40,3,9,1,69,38,0,0,0,0
58106,470,14,68,22,139,17,82,12,40,1,176,97,1,0,0,0
58107,89,5,20,1,21,3,23,1,1,1,30,16,0,0,0,1
58108,85,5,24,0,35,3,30,1,2,2,40,18,2,0,6,2
58111,203,9,39,13,58,7,47,4,16,3,71,43,0,0,0,0
58112,26,2,7,0,11,0,2,0,0,0,22,7,0,0,1,0
58113,316,2,32,0,65,5,27,4,11,0,202,49,2,0,0,4
58117,57,2,10,0,13,0,6,0,0,0,26,9,0,0,0,2
58118,537,18,81,17,146,15,94,8,26,4,168,97,0,0,0,0
58119,97,2,12,2,23,2,16,1,5,0,27,24,8,0,0,0
58120,179,3,35,0,56,0,25,2,9,0,89,47,27,0,0,3
58122,136,5,20,0,28,2,15,1,1,1,43,19,0,0,0,3
58123,100,4,18,0,33,0,22,2,6,0,66,28,1,0,0,0
58126,246,7,31,9,56,7,40,2,16,1,79,45,11,0,0,0
58127,140,7,26,8,53,7,40,3,7,2,85,26,0,0,0,1
58128,167,6,27,4,61,4,19,3,11,0,102,43,0,0,0,3
58130,10,2,4,0,2,0,0,0,0,0,0,2,0,0,0,1
58132,96,5,24,0,40,3,30,1,2,2,53,20,2,0,6,0
58134,261,14,67,10,86,6,75,2,5,2,90,60,15,0,0,5
58135,139,4,24,7,63,3,28,1,5,1,96,25,2,0,0,2
58136,45,4,10,4,14,3,10,2,5,0,15,11,2,0,0,0
58137,172,2,26,0,45,2,28,5,15,2,79,32,0,0,8,1
58138,476,14,62,26,136,18,61,6,32,2,192,88,0,0,0,0
58139,68,7,13,0,15,2,18,1,4,0,11,13,9,0,0,0
58140,85,5,24,6,29,3,30,1,2,2,40,18,2,0,6,2
58142,100,17,102,0,182,14,91,10,41,2,279,151,0,0,40,3
58146,39,2,10,2,15,2,6,2,6,0,12,12,4,0,0,0
58148,33,1,4,0,9,0,8,0,0,0,26,8,1,0,0,0
58153,287,8,37,0,125,3,58,6,19,2,169,39,2,0,8,34
58154,213,11,34,12,43,8,38,5,16,3,56,36,0,0,0,0
58155,16,1,5,0,7,0,2,1,2,0,6,6,0,0,0,0
58156,100,4,15,0,19,2,10,2,4,0,38,15,0,0,5,0
58158,151,8,26,11,34,7,32,3,6,2,46,26,0,0,0,0
58159,175,15,39,13,57,8,43,5,25,3,83,44,0,0,0,1
58160,337,9,50,22,123,17,75,7,25,2,172,68,0,0,0,0
58161,290,13,63,7,79,4,70,3,7,2,108,57,13,0,0,2
58162,30,1,5,1,15,1,3,1,2,0,18,6,0,0,0,0
58164,159,5,32,0,45,3,19,1,1,0,92,31,7,0,10,0
58165,133,3,18,0,20,6,27,2,7,0,28,41,14,0,1,0
58167,41,3,9,2,14,1,8,1,0,0,22,7,0,0,4,0
58168,59,2,13,0,22,2,22,0,0,2,32,17,0,0,5,0
58169,76,2,7,8,24,5,12,1,3,0,31,16,0,0,0,0
58171,85,5,24,6,29,3,30,1,2,2,40,18,2,0,6,2
58173,421,6,48,1,114,1,36,3,16,0,207,71,54,0,0,22
58174,161,1,21,8,44,5,11,2,7,0,89,33,0,0,10,0
58175,177,6,34,4,45,6,35,1,5,1,77,31,8,0,1,2
58176,66,2,10,7,19,7,9,1,6,0,22,11,10,0,0,0
58177,751,10,119,0,351,2,71,6,9,2,721,167,8,0,7,7
58178,94,2,13,0,27,8,29,2,2,1,21,15,0,0,4,0
58179,194,5,33,12,54,11,44,3,16,2,96,45,0,0,6,1
58180,478,12,70,14,125,13,73,4,13,2,124,63,22,0,0,10
58181,368,16,76,8,88,6,76,2,11,2,90,65,16,0,0,6
58182,131,2,14,6,29,6,6,1,6,0,32,18,0,0,0,0
58183,85,5,24,0,35,3,30,1,2,2,40,18,2,0,6,2
58185,96,5,24,0,40,3,30,1,2,2,53,20,2,0,6,0
58186,918,9,132,0,299,5,41,4,65,0,618,165,269,0,3,29
58187,384,18,90,10,113,6,86,3,8,2,100,83,16,0,0,7
58188,139,9,26,11,34,5,31,1,3,2,54,24,0,0,0,0
58189,67,2,9,0,26,0,10,1,1,0,38,12,0,0,2,1
58190,103,4,18,8,41,4,27,1,5,1,59,20,2,0,0,2
58191,160,3,25,6,59,8,29,3,13,1,76,34,0,0,3,1
58192,84,5,24,0,35,3,30,1,2,2,40,18,2,0,6,2
58193,1015,7,149,10,407,3,63,9,82,0,759,194,254,0,2,31
58194,288,6,43,0,78,5,36,1,7,2,125,60,2,0,21,0
58195,129,5,25,0,57,4,30,1,2,2,75,20,2,0,6,0
58198,100,7,13,0,15,2,18,1,4,0,11,13,9,0,0,0
58199,196,5,32,11,62,10,43,3,16,2,136,50,0,0,6,0
58201,51,2,11,0,24,1,8,1,8,0,41,14,0,0,0,2
58203,86,5,24,6,29,3,30,1,2,2,41,18,2,0,3,0
58204,24,1,6,1,6,1,3,0,0,0,6,8,0,0,1,0
58206,140,6,29,7,42,7,40,4,11,2,65,29,0,0,8,0
58208,178,6,31,0,74,6,32,3,9,2,118,30,0,0,8,0
58209,99,5,24,0,43,3,30,1,2,2,55,20,2,0,6,2
58210,37,2,10,1,9,1,6,0,0,0,16,4,0,0,0,2
58211,191,7,41,0,52,7,79,0,0,2,122,46,19,0,11,1
58212,20,2,9,0,4,2,14,0,0,1,2,3,0,0,3,0
58213,85,5,24,6,29,3,30,1,2,2,40,18,2,0,6,2
58214,257,4,24,5,104,5,31,1,4,0,156,39,5,0,0,0
58215,343,7,44,7,60,7,66,4,11,2,78,40,10,0,0,3
58216,19,3,6,0,6,0,2,0,0,0,4,6,0,0,0,0
58217,85,5,24,6,29,3,30,1,2,2,40,18,2,0,6,2
58218,1082,7,159,12,436,3,73,13,89,0,806,216,254,0,2,31
58219,159,7,33,7,46,12,48,4,11,2,79,33,0,0,9,0
58220,148,5,30,10,48,9,42,3,13,2,71,32,0,0,6,0
58221,93,6,27,1,27,3,27,1,5,1,40,19,1,0,1,1
58222,99,4,26,6,30,7,27,2,5,0,42,21,0,0,0,0
58223,191,4,31,7,70,9,24,1,9,1,125,42,0,0,0,1
58224,345,11,53,0,145,13,67,5,18,2,177,68,0,0,0,6
58225,600,9,68,19,162,12,69,8,29,2,211,99,0,0,0,0
58226,345,9,79,0,78,6,102,3,17,3,90,125,0,0,31,2
58227,114,4,18,8,44,4,27,1,5,1,58,19,2,0,0,2
58228,141,6,29,7,43,7,39,4,10,2,64,28,0,0,8,0
58229,415,3,40,5,96,5,43,7,15,0,247,69,2,0,1,15
58230,19,2,5,0,6,0,9,0,0,1,5,4,2,0,0,0
58231,75,1,17,4,32,2,8,1,6,0,40,21,0,0,0,1
58235,147,5,30,10,48,9,42,3,13,2,71,32,0,0,6,0
58236,131,1,13,4,63,4,11,0,0,0,74,19,0,0,0,1
58237,94,4,24,4,28,2,24,2,3,2,63,22,0,0,0,1
58238,123,4,27,0,26,4,27,0,0,3,44,26,0,0,0,1
58239,83,5,20,4,28,3,30,1,2,2,47,14,1,0,6,1
58240,91,3,19,0,27,3,25,0,0,1,41,15,5,0,0,1
58241,304,14,64,15,75,9,61,5,16,3,75,64,0,0,0,0
58242,7,1,2,0,2,0,1,0,0,0,1,2,0,0,0,0
58244,165,6,30,7,66,6,27,5,17,1,79,26,17,0,3,0
58245,131,4,23,7,58,3,28,1,5,1,88,24,2,0,0,2
58246,306,14,64,15,77,9,61,5,19,3,76,64,0,0,0,0
58247,228,6,39,8,62,3,44,0,1,2,69,36,0,0,0,0
58248,79,7,20,0,22,2,27,1,2,2,35,16,0,0,9,0
58249,443,18,92,16,103,10,81,6,21,3,96,93,0,0,0,1
58250,102,5,20,0,32,4,31,2,2,2,91,18,3,0,8,1
58251,53,1,7,3,20,2,17,0,0,1,27,8,3,0,1,0
58252,136,5,20,0,28,2,15,1,1,1,43,19,0,0,0,3
58253,124,4,20,9,46,5,30,2,7,1,60,24,2,0,0,1
58254,58,1,6,0,18,1,3,0,0,0,21,8,6,0,1,1
58255,46,4,11,2,9,4,19,1,3,1,9,7,0,0,0,0
58256,123,6,24,0,48,5,32,4,15,2,57,29,0,0,0,0
58257,177,5,30,10,58,9,42,3,14,2,108,43,0,0,6,0
58258,93,8,20,0,35,4,27,1,2,2,53,17,0,0,0,0
58260,85,5,24,0,35,3,30,1,2,2,40,18,2,0,6,2
58261,93,3,19,0,46,3,19,1,9,1,52,20,2,0,0,1
58262,479,7,64,14,168,14,50,5,13,0,213,86,0,0,0,1
58263,103,5,26,2,19,3,18,0,0,1,46,13,3,0,0,2
58264,96,5,24,0,40,3,30,1,2,2,53,20,2,0,6,0
58265,315,10,41,8,118,5,59,3,11,3,202,76,0,0,2,0
58266,169,7,30,10,45,7,35,1,5,2,66,31,0,0,5,0
58267,100,7,19,6,39,4,29,1,3,2,59,15,0,0,3,2
58268,242,1,20,6,103,4,13,2,9,0,241,38,11,0,0,19
58270,51,2,11,1,23,1,8,1,8,0,41,14,0,0,0,2
58272,18,1,1,0,1,0,1,0,0,0,6,5,4,0,0,0
58273,85,5,24,6,29,3,30,1,2,2,40,18,2,0,6,0
58274,66,3,10,0,13,1,9,3,1,0,22,14,1,0,0,1
58276,125,6,22,4,33,6,25,1,3,1,41,21,0,0,0,0
58277,178,7,26,10,35,5,31,1,2,2,57,22,0,0,0,0
58279,78,2,11,0,29,0,7,0,0,0,40,20,0,0,0,1
58280,137,2,11,6,62,6,14,4,3,0,90,34,13,0,3,0
58281,312,9,54,14,96,18,45,3,16,1,133,57,0,0,1,0
58282,25,1,4,0,9,1,1,0,0,0,6,4,0,0,1,0
58283,143,6,29,7,42,8,40,4,11,2,66,29,0,0,8,0
58284,85,5,24,6,29,3,30,1,2,2,40,18,2,0,6,2
58285,104,3,11,9,26,6,10,1,4,0,38,21,12,0,0,0
58286,479,14,62,26,137,18,61,6,32,2,197,88,0,0,0,0
58287,478,12,70,14,125,13,73,4,13,2,124,63,22,0,0,10
58288,93,6,23,2,30,3,36,4,9,0,32,27,1,0,0,0
58290,476,15,83,32,151,12,83,7,50,3,129,87,0,0,0,0
58292,141,1,16,0,52,0,10,0,0,0,94,28,0,0,0,0
58293,60,6,15,3,12,2,21,0,0,2,27,10,0,0,3,0
58294,417,3,41,5,96,5,43,7,17,0,243,69,2,0,1,15
58296,479,3,39,8,146,6,19,11,19,0,174,67,30,0,0,1
58297,13,2,5,1,1,1,2,0,0,0,0,3,4,0,0,0
58298,105,5,22,4,37,3,30,2,8,2,54,22,0,0,1,2
58299,111,9,22,9,35,6,29,2,6,2,57,20,0,0,0,0
58300,332,10,60,0,85,9,58,3,9,1,173,52,10,0,0,2
58301,85,5,24,0,35,3,30,1,2,2,40,18,2,0,6,2
58302,164,4,27,6,57,8,20,1,7,1,101,33,0,0,0,1
58303,296,10,40,0,102,6,51,6,17,2,125,52,0,0,0,5
58304,138,4,21,12,55,7,36,1,9,1,73,26,0,0,0,1
58305,151,9,26,0,56,3,29,1,4,2,67,28,0,0,4,2
58307,174,11,32,0,83,6,37,1,6,2,105,32,0,0,0,0
58309,173,14,35,8,45,4,38,2,6,2,58,32,3,0,0,0
58310,206,11,33,12,42,8,37,5,16,3,51,35,0,0,0,0
58311,70,4,20,2,23,2,16,1,4,1,39,15,0,0,0,0
58312,463,3,36,8,143,6,18,11,17,0,170,64,29,0,0,1
58313,251,9,43,15,103,8,52,5,18,2,174,58,0,0,0,3
58314,166,3,26,2,35,3,18,1,5,0,82,47,0,0,13,1
58315,756,6,121,5,252,5,24,3,64,0,475,148,215,0,3,27
58316,85,5,24,0,35,3,30,1,2,2,40,18,2,0,6,2
58317,97,5,24,0,42,3,30,1,2,2,53,20,2,0,6,0
58318,85,5,24,0,35,3,30,1,2,2,40,18,2,0,6,2
58319,119,9,23,0,42,4,28,4,10,2,51,22,0,0,8,2
58321,96,5,24,0,40,3,30,1,2,2,53,20,2,0,6,0
58322,156,2,18,2,40,7,17,2,8,0,47,32,2,0,4,0
58324,243,11,54,16,84,10,54,4,19,2,91,57,0,0,1,0
58328,101,5,24,0,43,3,30,1,2,2,55,20,2,0,6,2
58329,24,1,5,0,9,0,8,0,0,0,13,9,0,0,0,1
58330,319,3,21,0,139,0,40,0,0,0,261,77,0,0,0,1
58331,401,9,52,17,144,9,57,5,13,3,263,77,0,0,3,1
58332,151,8,30,11,43,8,41,3,9,2,51,31,0,0,1,0
58333,575,10,86,0,204,24,92,5,21,1,318,114,10,0,0,3
58334,100,11,30,0,39,6,31,5,14,2,56,34,0,0,8,0
58335,96,5,24,0,42,3,31,1,2,2,51,18,2,0,6,2
58336,97,5,24,0,41,3,30,1,2,2,54,20,2,0,6,0
58337,100,2,14,0,29,4,14,0,0,1,59,15,0,0,0,2
