_id,FunctionDefinitions,Function calls,ExpressionStatements,EventDefinitions,ElementaryType_addresses,Modifier_Definitions,Modifier_Invocations,Approvefunction_Definitions
43249,28,0,29,3,38,1,2,1
43250,35,0,78,7,42,5,12,2
43252,5,0,2,0,0,0,0,0
43253,61,25,119,20,81,5,24,2
43255,5,0,6,0,2,1,2,0
43256,28,10,58,6,31,4,13,2
43257,17,0,40,4,27,0,0,1
43258,11,1,50,1,6,0,0,0
43259,20,3,33,3,8,1,2,0
43260,30,10,48,9,42,3,13,2
43262,27,2,27,2,17,1,7,2
43263,13,0,15,2,23,0,0,2
43265,41,0,120,12,54,6,23,2
43266,31,10,34,7,38,3,12,3
43269,24,0,35,3,30,1,2,2
43270,41,14,57,9,47,6,20,4
43272,68,25,143,16,118,2,3,2
43273,17,0,39,2,20,1,3,1
43274,24,0,35,3,30,1,2,2
43276,37,0,68,6,39,5,15,2
43277,32,9,68,6,33,3,9,2
43278,41,3,97,3,38,3,14,0
43283,56,7,344,3,93,1,12,1
43284,7,0,10,1,17,2,3,0
43285,23,3,18,1,16,0,0,0
43286,39,20,70,9,35,5,21,1
43289,25,6,33,2,32,0,0,2
43290,36,14,47,9,40,5,17,3
43291,22,4,33,6,25,1,3,1
43293,24,0,40,3,30,1,2,2
43294,34,10,42,9,39,3,9,2
43296,39,10,90,8,15,3,12,0
43298,29,10,40,5,35,1,4,2
43299,131,0,299,4,40,4,65,0
43300,21,3,52,3,17,2,7,1
43302,21,8,62,6,24,1,14,0
43303,30,0,44,5,39,3,13,3
43304,10,0,27,0,4,0,0,0
43305,28,0,30,3,28,1,9,1
43307,36,9,126,6,40,1,2,2
43309,71,19,122,13,75,2,18,2
43310,25,0,12,5,36,0,0,0
43311,24,6,29,3,30,1,2,2
43312,24,0,35,3,30,1,2,2
43315,24,5,44,2,30,2,2,2
43318,162,14,466,4,73,12,87,0
43320,56,7,45,5,35,4,18,3
43321,30,10,48,9,42,3,13,2
43322,13,0,22,2,16,1,1,1
43323,31,7,72,6,47,6,12,0
43324,30,8,64,4,48,0,0,2
43327,36,0,130,6,40,1,2,2
43328,9,3,17,2,16,0,0,1
43329,20,5,22,2,23,0,0,2
43331,38,7,60,7,19,1,1,0
43332,51,9,202,9,91,4,53,0
43333,14,2,20,2,12,1,3,0
43334,22,0,34,3,30,1,2,2
43335,24,0,35,3,30,1,2,2
43336,9,0,6,1,6,1,0,0
43338,24,6,29,3,30,1,2,2
43340,21,8,55,3,26,1,5,1
43342,73,19,145,14,76,7,30,2
43343,15,0,19,2,10,2,4,0
43344,68,8,79,4,69,1,6,2
43345,21,3,52,3,17,2,7,1
43347,29,8,40,5,37,1,3,2
43348,24,0,40,3,30,1,2,2
43350,13,1,20,1,12,2,2,0
43352,20,4,32,3,23,1,2,1
43354,4,0,15,0,7,0,0,0
43355,7,0,15,0,6,0,0,0
43356,31,13,69,9,43,9,13,2
43357,66,0,159,10,66,3,28,3
43358,30,10,55,4,39,2,6,1
43359,19,4,73,4,19,1,3,0
43360,23,4,67,3,18,1,1,0
43361,34,12,38,3,34,1,2,2
43362,33,12,89,10,53,9,27,3
43363,38,0,67,11,49,4,18,3
43364,57,0,150,13,66,14,39,2
43365,16,3,27,1,32,4,19,0
43366,15,2,62,2,12,4,10,0
43367,34,8,45,8,43,4,11,2
43368,24,0,35,3,30,1,2,2
43369,5,0,16,0,4,2,3,0
43370,9,0,7,1,8,1,1,0
43372,24,6,29,3,30,1,2,2
43374,24,0,40,3,30,1,2,2
43375,24,0,35,3,30,1,2,2
43376,29,0,36,1,16,1,8,0
43379,24,0,35,3,30,1,2,2
43380,21,0,41,6,43,2,6,1
43381,24,0,35,3,30,1,2,2
43382,24,7,36,3,30,1,2,2
43383,13,4,24,3,21,0,0,1
43385,24,0,35,3,30,1,2,2
43386,14,6,44,6,25,0,0,0
43388,13,5,41,4,14,0,0,1
43389,67,6,112,4,90,0,1,2
43390,13,4,63,4,11,0,0,0
43392,24,0,35,3,30,1,2,2
43393,48,1,100,3,41,2,12,1
43394,54,8,75,6,70,1,6,2
43395,13,4,36,4,13,4,4,0
43396,24,0,40,3,30,1,2,2
43397,39,5,38,3,54,0,0,2
43398,24,0,40,3,30,1,2,2
43399,50,8,60,6,69,1,2,2
43400,24,0,35,3,30,1,2,2
43401,23,7,27,4,29,1,2,2
43402,48,12,71,8,49,4,10,2
43403,28,10,38,7,30,1,6,2
43404,29,1,113,1,25,2,10,0
43405,20,1,27,4,27,0,0,1
43406,6,1,9,1,7,1,2,0
43407,44,20,81,11,49,5,12,2
43408,8,0,6,2,15,1,2,1
43409,21,8,55,3,26,1,5,1
43410,27,0,41,7,31,1,9,2
43411,35,8,53,5,39,2,3,2
43416,26,0,56,3,29,1,4,2
43417,31,10,47,9,41,3,13,2
43418,10,1,43,1,6,0,0,0
43419,30,10,48,9,42,3,13,2
43420,17,0,22,2,23,0,0,2
43421,24,6,29,3,30,1,2,2
43423,24,0,35,3,30,1,2,2
43424,32,19,84,18,49,13,42,0
43425,41,8,120,5,59,3,11,3
43426,2,3,6,1,4,0,0,0
43427,24,0,40,3,30,1,2,2
43428,116,34,201,23,97,10,34,2
43429,28,6,108,6,15,11,16,0
43430,24,6,29,3,30,1,2,2
43431,36,1,28,6,37,3,7,2
43432,7,0,16,0,0,0,0,0
43433,24,6,29,3,30,1,2,2
43434,21,0,37,4,19,3,7,0
43435,41,3,104,3,38,3,14,0
43436,68,23,142,18,83,12,39,1
43437,29,10,46,9,42,3,13,2
43438,24,0,35,3,30,1,2,2
43440,19,2,19,2,18,1,6,0
43441,28,13,50,7,36,4,15,1
43443,34,1,48,1,22,1,2,0
43444,11,0,7,0,6,0,0,0
43445,5,0,6,0,2,1,2,0
43446,37,4,67,5,33,3,8,2
43447,14,0,22,0,11,3,3,0
43448,45,13,75,7,44,4,17,1
43449,140,19,304,5,35,5,67,0
43450,18,5,29,5,21,2,2,0
43451,17,2,21,4,18,2,4,1
43452,24,6,29,3,30,1,2,2
43453,24,0,35,3,30,1,2,2
43454,62,17,196,4,83,1,8,2
43455,10,4,16,3,10,1,3,0
43456,24,6,29,3,30,1,2,2
43457,76,3,93,7,38,2,3,1
43458,10,0,13,0,6,0,0,0
43459,25,10,33,6,32,3,6,2
43460,24,0,44,3,30,1,2,2
43461,31,7,69,9,24,1,9,1
43462,6,0,19,2,14,1,1,1
43464,30,10,48,9,42,3,13,2
43466,160,20,281,17,104,6,16,2
43467,4,1,6,1,7,1,2,0
43468,24,6,29,3,30,1,2,2
43470,36,9,123,6,40,1,2,2
43471,30,6,53,10,52,2,6,0
43474,18,8,44,4,27,1,5,1
43476,30,10,48,9,42,3,13,2
43478,21,0,30,3,28,1,1,2
43479,20,0,42,8,34,2,5,2
43480,20,6,28,6,28,3,8,0
43485,72,5,93,3,69,2,3,2
43486,9,4,24,3,18,0,0,1
43487,31,10,35,6,36,3,11,3
43488,58,0,132,10,60,6,31,2
43489,23,0,40,4,35,2,4,2
43490,24,0,35,3,30,1,2,2
43491,20,0,31,2,25,1,1,2
43493,26,7,30,4,34,1,4,2
43494,42,9,44,9,49,1,3,2
43495,149,10,407,3,63,9,82,0
43496,24,0,40,3,30,1,2,2
43497,13,2,28,4,14,0,0,1
43498,104,16,121,10,104,6,21,3
43501,24,0,35,3,30,1,2,2
43502,42,15,33,5,45,4,32,0
43504,99,16,113,10,87,6,21,3
43505,10,2,13,2,1,1,3,0
43506,57,20,135,16,74,5,25,2
43507,18,7,44,3,25,1,5,1
43509,47,14,65,14,43,1,14,0
43510,216,21,128,24,152,5,30,0
43511,30,11,63,6,37,6,19,2
43514,24,6,29,3,30,1,2,2
43516,24,0,35,3,30,1,2,2
43518,72,27,145,22,84,8,36,2
43520,24,5,15,2,17,0,0,0
43521,22,4,92,4,5,1,5,0
43523,13,3,25,3,11,4,11,0
43525,83,13,99,9,75,5,19,3
43528,30,0,48,6,31,7,25,1
43529,53,0,76,9,59,6,22,2
43530,61,11,76,5,56,3,6,2
43532,26,0,52,5,22,2,6,1
43534,38,6,64,8,28,3,19,1
43535,15,3,27,1,28,4,17,0
43538,24,6,29,3,30,1,2,2
43539,24,0,35,3,30,1,2,2
43540,45,5,133,2,43,0,0,0
43541,32,17,87,8,20,0,0,0
43543,13,2,47,2,13,1,2,0
43545,30,10,48,9,42,3,13,2
43546,40,10,64,7,79,0,0,2
43547,68,19,299,7,55,1,7,2
43548,9,7,13,7,9,1,6,0
43549,19,1,22,1,21,2,10,0
43552,18,0,78,9,27,9,22,0
43555,30,10,48,9,42,3,13,2
43556,18,10,57,9,23,1,2,0
43557,40,0,90,9,37,7,36,0
43558,113,14,122,13,129,5,28,2
43560,149,10,408,3,63,9,82,0
43561,19,10,44,5,29,1,8,1
43563,24,0,35,3,30,1,2,2
43566,20,31,63,2,12,1,2,0
43567,30,10,48,9,42,3,13,2
43569,13,2,35,4,12,2,4,0
43570,11,0,38,2,14,3,10,1
43574,30,10,48,9,42,3,13,2
43576,25,4,32,4,18,4,11,0
43577,18,0,52,4,27,1,5,1
43578,18,4,28,3,26,1,0,2
43579,82,13,94,9,74,5,19,3
43580,40,16,58,11,48,5,17,3
43581,71,15,86,9,69,5,17,3
43582,24,14,43,11,20,0,0,1
43583,20,4,30,3,30,2,4,2
43584,60,3,122,11,58,9,66,1
43585,24,0,35,3,30,1,2,2
43586,4,1,13,1,7,0,0,0
43588,4,0,6,0,5,1,1,0
43591,24,0,35,3,30,1,2,2
43592,162,14,467,4,73,12,87,0
43593,22,1,42,1,23,1,2,1
43594,23,6,28,3,30,1,2,2
43596,23,0,34,3,30,1,2,2
43597,11,0,17,0,6,2,9,0
43600,24,6,29,3,30,1,2,2
43601,24,0,35,3,30,1,2,2
43602,25,17,65,9,34,3,24,1
43603,36,15,49,9,47,5,15,3
43604,30,10,48,9,42,3,13,2
43605,19,2,18,2,18,1,6,0
43608,24,6,29,3,30,1,2,2
43609,38,14,55,11,47,4,19,3
43610,31,14,86,7,32,3,15,1
43611,4,0,3,0,3,0,0,0
43613,27,10,65,8,34,3,14,1
43614,21,5,27,3,26,1,1,2
43615,2,0,3,1,0,0,0,0
43616,29,6,35,3,30,1,2,2
43617,24,6,34,3,30,1,2,2
43618,19,8,46,4,32,1,5,1
43619,22,7,42,5,11,2,7,0
43620,62,26,139,18,61,6,32,2
43621,41,0,52,7,79,0,0,2
43622,10,2,14,1,1,0,0,0
43625,22,0,32,3,27,2,4,2
43626,110,16,148,10,126,9,29,2
43627,24,6,29,3,30,1,2,2
43628,24,0,35,3,30,1,2,2
43629,24,0,35,3,30,1,2,2
43632,54,5,140,11,58,4,25,2
43634,41,7,117,5,8,6,16,0
43635,53,14,85,10,57,6,28,3
43636,28,8,40,3,34,2,7,2
43639,17,10,47,4,9,1,6,0
43642,40,12,77,9,52,3,20,2
43644,24,6,29,3,30,1,2,2
43645,7,3,26,2,8,2,4,0
43649,21,7,28,4,26,4,7,2
43650,61,9,102,8,22,3,10,0
43651,27,6,29,4,34,1,2,2
43653,6,2,6,2,7,1,1,0
43655,16,0,52,0,10,0,0,0
43656,36,9,57,8,50,1,8,3
43657,24,0,40,3,30,1,2,2
43659,92,16,115,11,122,5,38,4
43661,11,5,21,2,10,4,6,0
43662,18,3,19,2,7,2,11,0
43663,36,15,68,11,45,1,10,2
43664,39,13,59,9,45,1,5,2
43665,30,13,34,12,49,1,7,1
43666,7,0,10,3,6,0,0,0
43668,32,11,62,10,43,3,16,2
43669,9,0,13,0,7,1,4,0
43670,36,16,73,9,46,3,15,2
43672,24,0,35,3,30,1,2,2
43673,36,20,65,13,48,7,27,3
43677,30,10,48,9,42,3,11,2
43679,17,4,23,4,22,2,5,0
43680,24,6,29,3,30,1,2,2
43681,33,12,85,10,51,7,27,3
43682,7,0,23,3,8,1,3,0
43683,22,9,59,7,28,2,11,1
43684,7,4,30,4,11,4,4,0
43686,33,21,87,19,51,13,44,0
43687,58,17,82,20,84,8,41,1
43688,48,18,85,11,56,7,29,2
43689,23,6,97,5,29,1,3,0
43690,24,0,35,3,30,1,2,2
43691,32,8,44,4,42,2,5,2
43692,24,0,35,3,30,1,2,2
43693,7,0,17,0,0,0,0,0
43694,24,0,35,3,30,1,2,2
43696,66,6,126,4,104,0,1,2
43697,13,2,24,2,17,1,5,0
43698,20,4,56,4,21,3,9,0
43700,11,0,11,0,4,0,0,0
43701,8,0,18,2,6,1,1,0
43704,2,0,4,0,3,0,0,0
43705,77,0,186,12,63,12,49,2
43711,38,14,53,11,49,4,18,3
43712,24,0,35,3,30,1,2,2
43715,7,0,13,0,1,0,0,0
43716,6,4,18,3,11,1,4,0
43718,24,9,48,8,26,1,6,1
43720,7,0,24,0,7,0,0,0
43721,27,2,59,4,24,2,32,0
43722,38,6,57,7,32,1,2,1
43724,139,17,174,15,207,3,29,0
43725,24,6,29,3,30,1,2,2
43726,3,2,3,2,6,0,0,0
43727,31,7,36,4,46,1,3,2
43728,23,5,100,5,30,1,4,0
43729,14,7,45,5,17,2,6,1
43730,19,3,29,2,16,4,4,0
43731,24,6,29,3,30,1,2,2
43733,13,3,22,3,13,1,4,0
43734,24,7,30,4,29,1,3,2
43735,9,4,24,3,18,0,0,1
43738,32,11,55,10,49,3,15,2
43740,39,12,51,8,45,5,21,3
43741,22,1,46,6,25,7,13,1
43742,19,5,44,2,14,1,7,0
43743,36,1,184,1,15,1,1,0
43744,19,0,30,2,26,1,1,2
43745,38,12,40,4,38,1,4,2
43746,24,6,29,3,30,1,2,2
43748,44,4,140,2,40,0,0,0
43749,48,11,69,3,58,4,6,2
43750,24,6,29,3,30,1,2,2
43751,28,0,63,5,37,4,13,3
43752,14,6,36,5,29,2,5,0
43753,79,0,78,6,102,3,17,3
43754,30,10,48,9,42,3,13,2
43755,5,3,11,3,6,3,6,0
43756,30,10,48,9,42,3,13,2
43759,27,10,36,4,33,1,3,2
43760,21,1,23,3,22,0,0,1
43761,82,30,148,29,70,7,37,0
43762,87,0,145,11,75,7,33,2
43763,6,0,10,0,6,1,2,0
43766,40,10,79,9,41,3,20,2
43767,15,0,19,2,10,2,4,0
43768,24,8,65,4,29,1,7,1
43769,28,0,63,5,37,4,13,3
43770,26,3,62,2,30,4,14,2
43771,24,6,29,3,30,1,2,2
43772,24,0,40,3,30,1,2,2
43773,24,0,35,3,30,1,2,2
43775,8,2,14,2,14,1,4,0
43776,49,14,64,16,58,7,32,1
43777,4,0,7,0,5,1,1,0
43778,3,0,3,0,2,0,0,0
43779,7,1,23,1,14,1,1,0
43780,30,10,48,9,42,3,13,2
43781,24,6,29,3,30,1,2,2
43782,2,0,0,0,0,0,0,0
43784,33,0,74,7,49,3,4,2
43785,18,3,23,3,20,6,7,1
43786,32,11,63,10,44,3,16,2
43787,27,9,32,8,35,2,5,2
43788,37,11,50,7,43,2,9,2
43790,28,0,30,3,28,1,9,1
43791,29,0,50,3,35,1,2,2
43792,38,13,81,9,42,4,13,2
43794,24,0,35,3,30,1,2,2
43796,6,0,3,0,0,0,0,0
43797,6,2,12,2,17,0,0,0
43798,22,1,48,1,23,1,2,1
43799,20,6,29,4,27,1,2,2
43800,64,15,75,9,61,5,16,3
43801,42,0,206,6,43,0,0,1
43802,24,6,29,3,30,1,2,2
43803,57,7,45,5,35,4,18,3
43804,5,0,11,0,3,1,3,0
43805,10,1,24,1,5,3,7,0
43807,34,7,37,5,34,1,4,2
43808,87,0,145,11,75,7,33,2
43811,7,0,24,2,15,1,1,1
43812,36,16,69,15,42,3,19,2
43813,24,6,29,3,30,1,2,2
43814,5,3,14,3,5,0,0,0
43815,24,0,40,3,30,1,2,2
43816,65,0,105,8,54,8,27,1
43818,54,1,132,1,39,3,16,0
43819,33,10,39,6,41,4,13,3
43820,108,36,150,33,101,6,37,2
43821,66,6,97,4,97,0,1,2
43826,36,5,48,5,36,3,8,1
43827,5,0,9,1,12,0,0,0
43828,28,8,42,3,34,2,7,2
43830,27,7,58,3,25,1,9,1
43831,115,24,120,23,104,5,6,2
43832,6,1,16,2,6,2,2,0
43834,35,15,113,15,44,14,27,0
43837,33,11,44,7,38,3,12,3
43838,142,22,129,20,118,5,22,2
43839,28,8,60,2,32,3,6,2
43840,17,0,22,2,23,0,0,2
43841,9,4,24,3,18,0,0,1
43842,19,0,41,6,34,5,10,2
43844,17,0,22,2,23,0,0,2
43846,10,0,33,3,20,1,1,1
43847,18,7,44,3,25,1,5,1
43848,46,0,92,13,53,4,18,3
43849,9,4,24,3,18,0,0,1
43850,10,1,9,1,6,0,0,0
43851,11,1,13,1,20,1,7,0
43852,38,18,76,13,48,1,11,2
43854,12,2,14,6,31,1,1,1
43855,27,0,55,4,32,1,4,2
43857,23,0,56,7,34,3,10,1
43859,24,0,40,3,30,1,2,2
43860,24,0,40,3,30,1,2,2
43861,16,0,23,4,25,0,0,2
43862,19,8,46,4,32,1,5,1
43863,24,6,29,3,30,1,2,2
43865,15,0,19,2,10,2,4,0
43866,1,0,3,0,2,0,0,0
43867,27,2,59,4,24,2,32,0
43868,23,7,33,7,11,3,13,0
43870,39,3,62,9,53,2,12,3
43871,9,0,36,0,8,0,0,0
43872,12,0,19,2,22,0,0,2
43873,9,4,24,3,18,0,0,1
43874,30,10,48,9,42,3,13,2
43876,72,8,277,4,104,1,5,2
43877,25,1,38,1,8,1,1,0
43880,28,3,31,1,20,1,4,0
43881,40,9,76,6,55,3,11,3
43882,36,13,41,8,47,4,15,3
43884,25,7,32,4,30,1,2,2
43885,24,6,29,3,30,1,2,2
43886,30,10,48,9,42,3,13,2
43887,32,11,72,7,31,6,17,2
43889,45,0,74,9,54,5,20,5
43890,30,10,48,9,42,3,13,2
43891,51,10,128,10,11,11,44,0
43892,41,0,52,7,79,0,0,2
43893,59,0,186,4,43,11,19,0
43894,29,7,42,7,40,4,11,2
43898,29,7,42,7,40,4,11,2
43899,62,7,400,3,85,1,12,1
43900,33,11,49,7,40,1,5,2
43901,4,0,6,0,4,1,1,0
43902,24,0,40,3,30,1,2,2
43903,42,0,193,8,21,1,14,0
43904,25,0,39,3,31,1,3,2
43905,39,3,58,9,53,2,12,3
43906,24,0,35,3,30,1,2,2
43909,9,0,14,0,9,1,1,0
43910,28,8,37,4,33,1,2,2
43912,24,0,35,3,30,1,2,2
43913,38,15,51,12,47,5,15,3
43915,100,16,118,10,98,6,21,3
43916,24,14,58,9,34,3,9,1
43918,38,12,53,9,45,3,10,2
43919,10,4,14,3,10,2,5,0
43921,13,0,12,4,25,0,0,2
43922,18,7,44,3,25,1,5,1
43923,19,4,32,4,13,3,10,0
43926,50,0,58,0,19,0,0,0
43927,32,13,48,7,40,3,14,3
43928,31,10,50,3,31,1,6,2
43929,29,1,88,1,25,2,10,0
43931,24,6,29,3,30,1,2,2
43932,24,6,29,3,30,1,2,2
43934,17,0,41,0,9,0,0,0
43936,18,0,31,2,24,0,0,2
43937,33,11,46,7,38,4,18,3
43938,35,17,54,9,49,5,18,3
43940,24,3,47,3,22,2,10,0
43941,20,5,22,2,24,0,0,2
43943,36,1,183,1,15,1,1,0
43945,87,13,97,9,75,5,19,3
43946,51,5,55,8,49,1,3,2
43948,40,15,91,8,53,5,19,0
43949,26,7,34,4,31,1,4,2
43950,24,6,29,3,30,1,2,2
43951,25,5,53,3,34,1,2,2
43954,24,1,42,3,30,1,2,2
43955,40,0,118,16,51,2,12,1
43959,18,8,44,4,27,1,5,1
43960,9,3,15,1,14,1,3,0
43962,13,0,12,4,25,0,0,2
43963,53,9,80,5,51,2,4,2
43969,23,7,28,4,29,1,2,2
43970,13,3,24,3,11,4,10,0
43971,16,0,14,2,21,0,0,2
43974,30,10,48,9,42,3,13,2
43975,21,0,25,5,32,3,6,2
43976,18,7,44,3,25,1,5,1
43977,131,0,297,3,40,4,65,0
43978,6,4,9,2,14,0,0,1
43981,19,7,46,3,25,1,5,1
43982,20,7,24,4,28,1,2,2
43983,15,0,19,2,10,2,4,0
43984,16,0,13,1,11,0,0,0
43985,31,0,51,7,44,3,11,3
43987,32,6,240,4,19,7,17,1
43988,2,2,6,2,4,0,0,0
43989,30,6,36,3,29,1,2,2
43990,57,11,222,9,98,5,68,0
43992,41,14,89,10,55,10,20,3
43996,4,1,4,1,4,0,0,0
43997,74,17,94,20,70,4,19,3
43998,18,8,44,4,27,1,5,1
44000,20,6,37,4,25,3,5,0
44002,24,0,35,3,30,1,2,2
44003,41,0,77,11,60,4,35,3
44005,24,4,55,4,23,3,13,1
44007,42,15,99,7,44,1,13,2
44008,24,0,35,3,30,1,2,2
44009,18,7,51,5,14,1,6,1
44011,26,6,36,3,30,2,8,2
44012,19,8,45,4,27,1,5,1
44014,8,0,15,2,16,0,0,1
44015,50,0,58,0,19,0,0,0
44016,17,0,13,1,11,0,0,0
44017,50,4,219,2,32,8,35,2
44019,18,0,56,6,31,1,5,1
44020,82,13,95,9,74,5,19,3
44021,31,10,59,8,40,2,14,1
44023,24,0,35,3,30,1,2,2
44024,24,0,40,3,30,1,2,2
44026,26,0,77,1,13,6,17,0
44027,25,8,95,7,5,1,8,0
44028,133,9,296,9,38,8,78,0
44029,24,6,29,3,30,1,2,2
44031,39,12,57,10,47,3,11,2
44032,103,0,214,0,48,4,23,0
44033,60,14,139,8,64,6,16,1
44036,19,8,35,6,23,3,6,0
44037,20,4,55,4,10,2,7,0
44039,14,6,44,6,25,0,0,0
44040,30,10,48,9,42,3,13,2
44041,24,0,35,3,30,1,2,2
44043,30,10,48,9,42,3,13,2
44044,37,1,191,1,16,1,2,0
44045,26,7,29,4,36,1,2,2
44046,25,4,32,4,18,4,11,0
44048,11,2,23,2,12,2,2,1
44049,39,5,41,3,55,0,0,2
44050,33,13,55,8,34,5,12,2
44052,153,47,207,34,140,4,21,2
44053,80,12,90,10,66,6,13,2
44054,30,10,48,9,42,3,13,2
44055,6,2,15,2,9,1,1,0
44056,19,4,115,4,18,2,8,0
44057,32,0,97,13,52,5,30,2
44059,7,0,1,0,1,0,0,0
44062,28,0,63,5,37,4,13,3
44064,8,2,12,2,12,2,5,0
44065,11,0,28,1,8,0,0,0
44066,31,0,87,5,27,4,10,0
44067,32,11,63,10,44,3,16,2
44069,14,0,15,3,24,1,6,1
44070,29,7,42,7,40,4,11,2
44071,38,14,48,9,43,5,16,3
44072,1,0,2,0,2,0,0,0
44073,24,0,38,3,30,1,2,2
44074,26,10,36,6,31,3,7,2
44077,28,7,50,3,34,1,2,2
44078,36,9,124,6,40,1,2,2
44079,30,0,36,1,18,1,8,0
44080,32,0,59,6,43,5,14,3
44081,27,0,40,7,31,1,9,2
44083,16,0,13,1,11,0,0,0
44084,6,2,12,2,12,0,0,0
44086,41,5,88,5,53,7,13,0
44088,9,0,13,0,4,1,4,0
44089,45,4,37,7,23,4,5,0
44090,24,0,35,3,30,1,2,2
44091,32,0,87,5,27,4,10,0
44092,51,4,56,8,49,1,3,2
44094,24,6,29,3,30,1,2,2
44097,45,9,190,8,22,1,13,0
44098,243,5,131,12,146,5,20,2
44099,151,16,128,20,124,4,23,2
44100,31,11,59,9,42,3,16,2
44101,21,0,32,2,24,1,2,2
44102,37,0,78,5,36,6,12,0
44103,27,16,82,12,36,9,27,0
44104,25,0,63,4,30,1,2,2
44106,41,2,70,2,38,3,6,2
44107,9,3,12,1,6,1,3,0
44108,11,3,44,5,13,2,2,0
44109,30,10,45,7,35,1,5,2
44110,53,0,76,9,59,6,22,2
44111,7,0,6,0,16,0,0,1
44112,11,0,6,2,14,1,1,1
44113,24,6,29,3,30,1,2,2
44115,19,2,29,4,20,3,5,2
44116,36,6,51,3,40,1,2,2
44118,36,9,49,5,45,3,10,3
44119,26,7,27,9,23,0,0,1
44120,7,12,30,4,22,2,2,1
44121,0,0,0,0,2,0,0,0
44122,46,5,54,3,60,0,0,2
44124,24,0,35,3,30,1,2,2
44125,34,7,63,7,14,2,8,1
44126,14,0,20,4,17,0,0,0
44127,49,0,107,5,42,4,10,1
44128,51,10,60,19,43,0,0,1
44129,6,1,9,1,8,0,0,0
44130,24,0,35,3,30,1,2,2
44131,29,10,46,9,42,3,13,2
44133,30,10,48,9,42,3,13,2
44134,67,6,112,4,90,0,1,2
44135,30,3,58,4,41,0,0,2
44136,10,0,24,0,4,2,5,0
44138,35,5,47,7,33,3,12,1
44139,15,2,29,2,11,1,2,0
44142,24,0,42,3,30,1,2,2
44143,47,8,56,5,60,1,2,2
44144,26,0,94,11,37,9,27,0
44145,7,0,2,2,14,0,0,1
44146,33,0,87,15,89,2,5,1
44149,13,0,12,4,25,0,0,2
44153,31,7,68,9,24,1,9,1
44154,24,6,29,3,30,1,2,2
44156,27,11,36,7,33,3,6,2
44158,17,2,56,2,15,6,19,0
44160,24,0,35,3,30,1,2,2
44161,26,8,51,4,37,2,4,2
44162,4,0,13,0,2,1,1,0
44163,21,11,74,7,31,3,10,0
44164,24,0,35,3,30,1,2,2
44165,32,0,45,5,45,1,3,2
44166,53,12,100,6,49,2,6,2
44167,12,2,19,2,7,0,0,0
44168,16,0,52,0,10,0,0,0
44169,30,10,48,9,42,3,13,2
44171,7,0,28,0,4,0,0,0
44174,87,16,125,11,72,4,15,2
44176,32,13,55,5,35,1,12,2
44178,30,3,19,5,24,0,0,1
44179,14,2,22,2,16,2,4,0
44180,50,0,76,10,53,6,19,2
44181,24,0,40,3,30,1,2,2
44183,71,15,86,9,69,5,17,3
44184,34,15,82,12,57,6,19,3
44185,11,1,16,1,11,1,2,0
44186,34,0,51,7,38,1,9,2
44187,29,0,216,2,19,0,0,1
44188,30,12,43,7,34,3,10,2
44189,26,7,28,9,23,0,0,1
44190,24,6,29,3,30,1,2,2
44191,49,3,173,4,38,3,6,0
44193,8,1,11,1,13,1,3,0
44194,24,6,29,3,30,1,2,2
44198,8,4,12,4,13,0,0,0
44199,42,0,53,7,79,0,0,2
44200,11,0,6,0,4,0,0,0
44201,24,0,43,3,30,1,2,2
44202,30,7,67,6,27,5,17,1
44208,46,11,56,5,46,2,5,2
44209,36,11,44,6,41,2,6,2
44210,17,4,44,4,25,1,4,1
44211,4,0,25,0,2,2,1,0
44212,23,3,50,1,36,0,0,0
44218,29,10,49,9,42,3,12,2
44219,32,11,62,10,43,3,16,2
44220,5,0,8,0,7,1,0,0
44224,30,0,139,8,21,2,9,0
44225,30,11,49,9,42,3,13,2
44227,24,0,35,3,30,1,2,2
44229,26,2,32,2,14,0,0,0
44230,24,0,40,3,30,1,2,2
44233,75,16,99,10,70,6,21,3
44234,40,0,106,9,49,8,28,2
44235,15,1,31,1,8,1,8,0
44237,12,6,37,4,22,2,7,1
44238,18,8,44,4,27,1,5,1
44240,29,12,45,6,33,3,7,2
44241,22,0,45,4,27,4,7,2
44242,33,13,69,12,31,1,12,1
44244,24,6,34,3,30,1,2,2
44245,13,1,16,3,20,1,3,1
44246,31,0,84,5,27,4,10,0
44248,17,2,86,2,18,3,5,0
44249,23,1,38,1,8,1,1,0
44250,24,0,40,3,30,1,2,2
44251,25,7,58,3,27,1,10,2
44253,27,4,69,3,20,1,5,0
44255,28,0,63,5,37,4,13,3
44256,42,11,86,5,49,3,20,2
44257,5,0,2,0,8,0,0,0
44258,37,0,70,6,39,5,15,2
44261,24,0,35,3,30,1,2,2
44262,24,0,35,3,30,1,2,2
44263,14,3,28,4,18,0,0,0
44264,2,0,6,0,0,0,0,0
44266,25,9,34,6,33,4,12,3
44269,4,0,9,1,1,0,0,0
44270,19,0,34,2,25,0,0,1
44271,34,0,64,4,32,1,3,2
44272,3,0,8,0,4,0,0,0
44273,3,0,5,0,3,0,0,0
44274,82,13,95,9,74,5,19,3
44275,33,0,51,5,46,1,4,2
44278,5,0,15,3,1,1,3,0
44279,24,0,35,3,30,1,2,2
44280,64,0,148,17,56,4,23,2
44281,110,20,149,14,89,6,38,1
