_id,Contract_definitions
26500,4
26502,5
26503,10
26507,5
26509,4
26510,3
26511,6
26513,3
26514,8
26515,4
26517,1
26518,4
26519,5
26520,4
26521,4
26522,1
26523,5
26526,8
26527,3
26529,2
26531,6
26533,4
26536,8
26537,1
26538,5
26541,3
26542,9
26543,3
26544,2
26545,2
26546,4
26547,5
26549,4
26550,2
26551,8
26552,4
26554,1
26555,11
26556,5
26557,4
26559,5
26561,4
26564,4
26565,3
26566,4
26569,6
26572,4
26573,4
26574,1
26575,2
26577,5
26579,27
26580,7
26581,1
26582,5
26583,10
26584,5
26585,4
26586,1
26589,4
26591,1
26592,10
26593,4
26595,13
26597,2
26600,2
26601,4
26602,5
26603,4
26604,5
26605,4
26607,5
26609,5
26610,12
26611,9
26612,5
26613,5
26615,3
26617,1
26619,17
26621,4
26622,8
26623,5
26624,4
26625,3
26626,6
26627,6
26628,8
26629,2
26630,4
26631,4
26632,4
26634,6
26637,4
26641,8
26642,7
26643,3
26644,4
26646,5
26647,11
26648,2
26649,2
26650,3
26653,4
26654,6
26655,4
26656,4
26658,1
26659,2
26660,12
26661,5
26665,5
26666,17
26667,11
26668,5
26669,1
26670,1
26671,4
26672,6
26673,5
26674,4
26675,7
26676,1
26677,4
26678,11
26679,1
26683,2
26685,2
26686,4
26687,9
26688,5
26689,5
26691,7
26692,9
26693,3
26696,15
26698,6
26699,4
26701,2
26702,11
26703,5
26704,16
26705,4
26706,7
26707,5
26710,2
26712,21
26714,4
26718,15
26721,4
26722,4
26723,2
26724,1
26725,5
26726,4
26727,2
26729,4
26730,9
26731,2
26732,5
26733,4
26735,6
26736,8
26737,3
26742,5
26743,5
26745,13
26746,5
26747,4
26748,3
26749,4
26750,4
26751,22
26752,1
26753,3
26754,5
26755,5
26756,3
26757,20
26758,4
26759,6
26762,4
26763,17
26764,3
26765,4
26766,5
26767,11
26770,5
26771,4
26773,8
26774,8
26775,3
26776,6
26777,3
26778,4
26780,9
26781,2
26783,4
26784,4
26785,5
26786,3
26787,5
26788,4
26790,4
26792,3
26794,7
26795,5
26796,3
26797,9
26798,4
26799,6
26800,5
26801,21
26802,5
26803,9
26807,2
26808,5
26809,9
26811,4
26812,4
26813,2
26814,7
26815,4
26817,4
26819,4
26820,3
26821,4
26822,6
26823,6
26825,5
26827,7
26829,5
26831,17
26832,9
26833,2
26835,6
26836,3
26838,17
26839,4
26840,2
26841,4
26843,4
26844,4
26847,1
26849,4
26850,13
26852,7
26854,5
26856,9
26857,1
26858,4
26859,8
26862,2
26864,16
26866,3
26868,9
26869,4
26870,4
26871,4
26872,7
26874,2
26876,4
26877,10
26878,3
26880,5
26881,5
26883,4
26884,4
26885,11
26886,4
26888,4
26890,4
26892,3
26895,4
26897,1
26900,1
26902,4
26903,2
26904,9
26905,13
26906,4
26907,4
26908,5
26909,1
26912,3
26913,13
26914,4
26915,21
26916,4
26917,2
26919,2
26920,5
26922,6
26925,2
26926,1
26928,4
26929,1
26930,5
26931,2
26932,8
26933,4
26935,4
26936,10
26937,10
26939,4
26941,5
26942,4
26943,4
26944,5
26945,4
26946,1
26947,4
26950,3
26953,4
26956,4
26957,8
26958,7
26959,4
26960,8
26961,2
26962,17
26963,2
26965,6
26966,3
26969,9
26971,11
26972,2
26978,2
26980,3
26982,11
26983,5
26984,4
26986,4
26987,6
26991,11
26992,7
26994,5
26995,4
26996,2
26997,6
26998,7
26999,5
27000,6
27001,6
27004,8
27007,2
27008,5
27009,4
27010,4
27012,5
27013,11
27014,20
27015,8
27016,5
27018,5
27019,3
27020,1
27021,6
27022,4
27023,5
27024,5
27025,1
27026,13
27027,1
27031,4
27033,10
27036,1
27037,1
27043,6
27045,4
27046,4
27047,4
27049,5
27051,7
27052,4
27055,4
27056,2
27057,6
27058,4
27059,7
27060,2
27062,5
27064,4
27066,5
27068,4
27071,4
27073,11
27074,4
27075,9
27076,10
27077,16
27078,5
27079,8
27080,16
27081,3
27082,4
27086,2
27088,2
27089,5
27091,4
27092,5
27093,2
27094,4
27095,7
27098,2
27099,10
27100,10
27102,5
27103,1
27105,5
27106,3
27107,7
27108,1
27109,5
27111,10
27113,4
27115,17
27119,2
27120,5
27122,3
27125,11
27126,7
27127,21
27129,5
27130,5
27131,5
27132,3
27133,2
27134,4
27136,4
27137,5
27141,4
27142,3
27143,5
27144,17
27145,4
27146,4
27147,4
27148,11
27149,2
27151,18
27154,6
27155,14
27156,10
27158,5
27159,6
27160,6
27163,2
27164,5
27166,4
27167,11
27169,5
27170,2
27171,1
27174,7
27175,1
27176,8
27177,1
27178,6
27183,3
27188,4
27191,12
27192,4
27193,4
27194,10
27195,7
27196,2
27197,6
27198,3
27199,8
27200,4
27201,7
27202,3
27204,9
27206,19
27207,5
27208,7
27209,5
27210,2
27212,14
27214,4
27216,4
27217,4
27219,7
27220,5
27221,7
27222,4
27223,2
27224,1
27225,4
27227,9
27229,2
27230,4
27231,17
27233,4
27236,4
27241,7
27242,5
27243,2
27245,9
27246,4
27248,5
27249,6
27250,4
27251,10
27252,5
27254,17
27255,13
27256,8
27257,9
27258,10
27259,4
27260,2
27262,6
27263,9
27264,2
27266,4
27267,4
27268,1
27269,5
27270,2
27271,4
27273,4
27274,4
27275,4
27276,3
27278,5
27279,4
27280,4
27281,5
27282,12
27283,17
27284,6
27289,8
27290,4
27292,5
27293,9
27295,6
27297,11
27298,5
27299,7
27300,5
27301,5
27302,12
27305,11
27306,7
27307,2
27308,2
27310,3
27312,4
27313,2
27314,4
27315,8
27316,4
27317,5
27318,7
27319,4
27320,2
27321,2
27322,11
27323,6
27324,3
27325,8
27326,3
27329,5
27330,9
27331,11
27332,5
27333,10
27334,5
27335,5
27336,4
27337,6
27338,6
27339,4
27340,5
27341,4
27342,13
27343,4
27344,6
27345,5
27346,5
27347,4
27348,5
27350,1
27351,7
27352,5
27355,14
27358,3
27360,17
27361,3
27362,5
27364,2
27365,1
27366,4
27367,5
27369,8
27372,5
27373,5
27374,8
27375,4
27376,6
27377,5
27378,5
27379,7
27380,5
27381,5
27382,6
27383,4
27384,2
27385,9
27386,4
27387,4
27388,14
27389,8
27390,2
27391,9
27392,4
27393,4
27394,9
27395,5
27396,3
27397,5
27400,10
27401,3
27402,8
27404,5
27405,4
27406,5
27408,9
27409,4
27410,2
27411,2
27412,14
27414,4
27415,5
27416,7
27417,5
27418,11
27419,5
27420,4
27421,8
27422,2
27423,2
27424,2
27425,5
27426,4
27427,13
27428,4
27429,10
27430,7
27431,8
27432,2
27433,4
27434,2
27435,6
27438,5
27439,11
27440,5
27441,9
27442,3
27444,8
27445,4
27447,4
27448,6
27449,5
27450,12
27451,8
27453,5
27454,10
27455,2
27456,8
27457,3
27459,7
27461,3
27464,3
27465,2
27469,12
27470,18
27471,2
27474,1
27476,5
27477,10
27478,6
27482,12
27483,5
27484,4
27485,14
27486,5
27488,9
27489,2
27491,9
27492,9
27493,2
27495,5
27496,1
27497,4
27499,5
27500,9
27501,5
27503,2
27504,8
27505,5
27506,4
27507,2
27509,4
27511,5
27512,20
27516,6
27517,5
27518,4
27520,7
27521,2
27522,4
27525,16
27528,11
27529,1
27530,3
27531,2
27532,12
27533,1
27534,6
27535,9
27536,10
27538,13
27539,5
27541,4
27543,6
27544,3
27547,6
27548,4
27549,3
27550,7
27552,4
27553,1
27554,4
27555,8
27557,5
27558,10
27560,5
27561,2
27562,7
27564,2
27566,11
27567,6
27570,20
27571,11
27572,10
27573,4
27574,4
27575,5
27576,16
27577,5
27578,5
27579,11
27580,9
27581,2
27582,4
27583,8
27584,10
27585,4
27586,4
27588,5
27589,2
27590,4
27591,11
27593,4
27596,3
27597,4
27598,5
27600,4
27601,4
27603,3
27604,9
27606,2
27608,5
27609,5
27610,5
27611,4
27612,1
27614,2
27615,12
27616,8
27617,5
27618,7
27620,5
27621,4
27622,4
27623,4
27625,5
27627,4
27628,6
27629,4
27630,4
27633,9
27636,17
27637,4
27639,14
27640,17
27641,9
27642,5
27643,4
27645,6
27646,4
27647,4
27648,2
27649,4
27652,5
27653,5
27657,9
27658,7
27659,5
27660,3
27662,10
27664,10
27666,17
27668,4
27669,4
27670,5
27673,2
27674,5
27676,14
27677,8
27678,4
27679,3
27680,8
27681,3
27682,5
27683,13
27685,9
27686,2
27687,4
27688,5
27689,2
27690,6
27692,21
27695,11
27697,2
27698,4
27699,9
27700,3
27701,5
27702,7
27703,4
27705,5
27706,4
27707,4
27708,6
27709,9
27710,17
27711,13
27712,11
27713,17
27714,2
27715,4
27716,13
27717,5
27718,4
27719,4
27721,24
27722,5
27724,4
27725,5
27727,8
27730,10
27732,1
27733,14
27734,4
27735,5
27736,4
27737,4
27738,3
27739,2
27742,4
27743,4
27744,4
27747,4
27748,1
27749,11
27750,9
27752,5
27753,4
27754,4
27756,10
27757,1
27759,10
27760,4
27762,10
27763,5
27766,4
27767,4
27769,13
27770,1
27771,10
27773,6
27774,5
27775,5
27776,3
27777,5
27779,4
27781,4
27782,8
27783,6
27784,6
27785,9
27786,4
27787,10
27788,5
27791,4
27793,8
27794,7
27795,3
27797,2
27798,7
27799,8
27802,4
27803,9
27804,6
27805,4
27806,3
27808,4
27809,2
27810,13
27811,6
27812,2
27813,2
27815,22
27816,4
27817,3
27818,4
27819,5
27820,5
27821,5
27822,12
27824,3
27825,5
27826,8
27827,2
27828,4
27829,6
27830,12
27831,9
27832,4
27833,2
27834,6
27835,12
27836,5
27837,5
27838,4
27839,21
27840,5
27841,4
27843,2
27844,3
27846,5
27848,2
27851,2
27852,19
27854,11
27855,7
27856,5
27857,9
27858,8
27860,4
27861,6
27862,7
27863,4
27865,5
27866,6
27867,3
27868,3
27869,10
27873,5
27875,2
27876,4
27878,4
27879,6
27880,41
27881,4
27884,5
27885,13
27886,3
27887,5
27890,5
27892,7
27893,24
27895,15
27896,5
27897,1
27900,1
27901,2
27904,8
27906,6
27907,14
27909,4
27910,4
27911,4
27913,7
27914,6
27916,12
27917,4
27919,1
27921,4
27924,5
27926,5
27927,12
27928,7
27929,15
27930,4
27931,15
27932,2
27933,8
27934,4
27937,4
27939,3
27941,1
27942,5
27943,5
27946,10
27947,2
27948,1
27951,2
27952,2
27955,4
27956,5
27958,6
27961,4
27962,11
27963,7
27964,4
27967,13
27968,7
27969,17
27970,4
27971,6
27972,4
27973,5
27974,11
27976,2
27979,10
27980,4
27981,12
27982,2
27983,4
27984,8
27988,4
27989,1
27990,5
27992,4
27993,9
27995,3
27996,7
27998,5
27999,5
28001,4
28002,2
28003,10
28004,3
28006,8
28007,4
28008,2
28009,5
28010,7
28011,4
28014,9
28015,2
28016,10
28017,5
28018,7
28022,9
28023,10
28024,4
28025,3
28027,13
28028,4
28029,14
28030,4
28031,4
28032,5
28034,4
28035,5
28036,2
28037,5
28038,4
28039,3
28041,5
28042,2
28044,1
28045,13
28047,3
28048,4
28049,4
28050,4
28051,3
28052,5
28053,5
28054,4
28055,21
28056,7
28057,4
28058,7
28059,3
28060,6
28061,15
28062,3
28063,4
28064,8
28065,4
28066,5
28067,8
28070,2
28072,4
28073,13
28074,5
28077,5
28081,4
28082,11
28083,4
28084,5
28086,4
28087,5
28088,4
28089,12
28090,3
28092,15
28093,4
28094,4
28095,5
28096,8
28097,6
28098,2
28099,7
28100,5
28101,4
28102,4
28103,3
28104,1
28105,5
28106,1
28108,4
28110,2
28111,3
28112,5
28113,4
28114,6
28115,8
28118,4
28119,11
28121,5
28125,2
28126,6
28127,5
28128,4
28129,5
28131,2
28132,11
28133,5
28134,14
28135,4
28136,3
28137,9
28139,4
28140,12
28141,1
28142,4
28144,7
28147,16
28151,4
28152,9
28153,9
28154,13
28155,9
28157,8
28159,3
28160,9
28162,12
28164,2
28166,9
28167,5
28170,1
28171,5
28172,20
28173,2
28174,10
28175,2
28177,5
28179,3
28180,4
28181,8
28183,4
28184,4
28185,7
28188,2
28189,1
28190,3
28191,4
28192,5
28193,5
28194,2
28196,5
28197,5
28198,4
28201,5
28202,4
28204,7
28205,2
28206,1
28207,4
28209,2
28211,1
28212,4
28213,5
28214,5
28217,16
28218,11
28219,2
28221,13
28222,2
28224,4
28225,3
28227,7
28228,5
28229,1
28230,8
28231,5
28233,6
28234,5
28237,4
28238,3
28239,4
28240,3
28241,1
28242,4
28243,5
28245,5
28247,3
28250,1
28252,4
28253,1
28254,7
28256,4
28258,1
28259,6
28261,10
28262,8
28263,15
28264,2
28266,5
28269,5
28270,4
28272,1
28273,4
28277,5
28282,4
28284,3
28285,7
28286,2
28287,10
28288,4
28289,4
28290,4
28292,2
28295,13
28298,3
28299,7
28300,20
28301,5
28303,2
28304,1
28306,1
28307,3
28309,7
28311,6
28313,8
28315,2
28316,7
28317,6
28321,2
28323,1
28325,4
28326,9
28327,4
28328,7
28329,5
28330,4
28331,2
28332,4
28333,4
28334,1
28339,3
28341,13
28342,16
28343,3
28344,4
28345,2
28346,4
28347,3
28348,14
28350,4
28351,5
28353,4
28354,17
28355,1
28357,11
28358,4
28359,2
28360,2
28361,7
28362,6
28364,3
28365,2
28366,4
28367,23
28368,4
28369,8
28370,8
28371,21
28372,2
28373,4
28374,7
28375,5
28377,7
28378,4
28379,2
28380,2
28381,1
28382,4
28383,5
28384,4
28385,17
28387,2
28389,3
28390,4
28391,5
28392,3
28393,11
28397,4
28398,2
28399,2
28401,1
28402,5
28403,1
28405,5
28406,3
28407,11
28408,4
28410,2
28411,7
28412,9
28413,5
28415,6
28416,5
28417,5
28419,3
28420,12
28421,2
28422,2
28423,5
28424,16
28425,8
28426,11
28427,4
28428,7
28429,5
28430,2
28431,8
28432,3
28433,1
28435,10
28436,4
28437,7
28438,7
28439,6
28440,4
28441,5
28443,2
28445,2
28446,3
28447,5
28449,7
28450,4
28451,4
28452,5
28453,4
28455,5
28456,4
28458,3
28459,6
28460,7
28461,5
28462,1
28464,2
28465,6
28469,6
28470,4
28471,9
28473,3
28474,2
28476,4
28477,1
28478,4
28479,4
28480,5
28481,4
28482,5
28483,4
28484,4
28486,2
28487,4
28490,2
28491,5
28492,4
28494,4
28495,5
28496,11
28498,5
28499,8
28502,4
28504,1
28505,4
28506,5
28509,9
28510,5
28511,14
28512,2
28513,4
28520,9
28521,11
28523,7
28525,4
28527,9
28529,5
28530,6
28531,4
28533,8
28534,4
28535,5
28536,1
28537,3
28538,3
28539,9
28540,8
28542,7
28543,4
28544,13
28545,2
28546,3
28548,2
28549,41
28550,15
28552,7
28553,6
28554,4
28558,9
28559,9
28560,7
28561,8
28562,5
28563,2
28565,17
28566,3
28569,4
28570,5
28571,5
28572,3
28574,9
28575,4
28577,5
28580,5
28581,5
28582,3
28584,11
28585,12
28586,5
28587,9
28588,4
28590,4
28591,5
28593,5
28596,4
28597,4
28598,9
28600,4
28601,5
28604,5
28605,14
28609,4
28610,1
28611,4
28612,5
28613,8
28616,17
28618,4
28619,25
28620,6
28621,13
28624,1
28625,3
28626,1
28628,3
28629,5
28630,5
28632,7
28633,20
28635,4
28636,13
28638,16
28639,1
28640,7
28642,2
28644,4
28645,6
28646,5
28647,12
28648,4
28651,19
28652,4
28653,2
28654,4
28655,1
28656,2
28658,19
28660,6
28661,5
28662,1
28663,10
28664,9
28667,4
28668,11
28669,6
28670,5
28671,4
28672,1
28673,4
28674,4
28675,5
28677,13
28678,5
28679,2
28680,1
28682,5
28683,5
28684,5
28685,2
28687,6
28688,8
28689,7
28690,4
28691,5
28692,7
28693,11
28694,6
28695,6
28696,8
28697,2
28699,4
28700,4
28702,4
28703,9
28704,2
28706,5
28707,1
28709,4
28710,6
28712,4
28713,12
28714,12
28715,3
28716,2
28717,3
28718,5
28719,17
28720,4
28722,5
28723,1
28724,2
28726,12
28727,2
28728,5
28729,2
28730,6
28731,3
28733,5
28734,8
28735,6
28740,7
28741,5
28742,5
28743,1
28744,5
28746,5
28747,4
28748,5
28749,5
28750,8
28751,4
28752,8
28753,7
28755,6
28756,2
28758,6
28759,4
28761,2
28762,3
28763,2
28764,4
28767,7
28768,6
28769,4
28770,7
28771,2
28772,4
28774,5
28775,4
28776,3
28777,5
28778,3
28779,4
28780,4
28781,5
28782,2
28786,10
28788,4
28789,4
28790,6
28791,11
28793,4
28796,9
28797,3
28799,5
28800,2
28801,4
28802,10
28803,16
28804,2
28807,5
28808,1
28809,4
28813,17
28814,8
28815,5
28816,2
28818,11
28820,4
28822,1
28823,6
28827,2
28828,8
28830,5
28831,4
28832,5
28833,2
28834,29
28835,5
28836,12
28837,4
28838,1
28840,1
28841,5
28842,4
28843,17
28844,13
28845,4
28849,4
28850,4
28852,10
28853,2
28854,14
28855,2
28858,3
28859,5
28864,3
28865,7
28866,4
28867,2
28868,5
28869,4
28871,6
28872,4
28873,4
28874,4
28875,5
28876,8
28877,4
28878,4
28880,4
28881,7
28882,5
28883,4
28884,5
28885,3
28886,5
28887,10
28888,10
28890,5
28891,4
28892,6
28893,6
28894,4
28895,5
28897,7
28899,5
28901,7
28902,28
28904,3
28905,31
28907,11
28908,5
28909,6
28910,2
28911,5
28913,4
28914,2
28916,2
28917,6
28918,1
28919,7
28921,6
28923,2
28926,4
28928,4
28929,12
28930,1
28932,4
28933,8
28937,4
28938,6
28940,5
28941,5
28943,7
28946,2
28947,5
28948,10
28950,4
28951,1
28952,7
28953,7
28954,9
28955,6
28956,13
28958,8
28959,5
28962,5
28964,14
28967,4
28968,6
28969,4
28970,9
28971,10
28972,5
28973,1
28974,2
28975,6
28977,10
28980,6
28983,7
28986,4
28987,1
28988,4
28989,17
28990,4
28992,4
28993,1
28994,4
28995,1
28996,1
28999,2
29001,3
29002,4
29003,4
29004,7
29007,9
29008,5
29009,1
29010,5
29011,4
29013,2
29014,5
29015,4
29016,2
29017,4
29019,8
29020,4
29021,4
29023,1
29025,6
29026,10
29028,6
29030,4
29033,13
29034,5
29035,2
29036,1
29038,17
29039,7
29040,5
29042,5
29043,4
29045,1
29048,13
29050,3
29051,12
29053,6
29054,5
29056,17
29058,2
29059,4
29061,9
29062,2
29064,4
29065,13
29066,2
29069,6
29070,5
29072,4
29074,13
29075,5
29076,5
29077,4
29081,5
29082,27
29083,3
29084,3
29085,4
29086,9
29087,9
29088,5
29089,4
29091,10
29092,13
29095,28
29096,5
29098,8
29099,4
29101,4
29102,3
29103,5
29105,3
29106,4
29107,4
29108,4
29109,13
29110,5
29112,4
29113,6
29114,1
29115,3
29116,5
29117,4
29118,5
29120,16
29122,7
29123,5
29124,4
29125,4
29126,22
29127,12
29129,5
29131,5
29132,4
29133,4
29134,9
29135,5
29137,2
29140,4
29142,8
29143,11
29145,5
29146,7
29148,4
29152,2
29153,1
29155,5
29157,2
29159,3
29160,3
29162,3
29163,12
29164,4
29165,2
29167,3
29169,4
29171,4
29174,2
29175,9
29177,1
29180,3
29181,13
29182,2
29183,13
29184,9
29185,10
29187,4
29189,3
29190,2
29191,1
29192,4
29193,4
29194,17
29195,11
29197,9
29198,8
29199,4
29200,4
29201,5
29204,4
29207,2
29208,4
29209,24
29211,5
29212,4
29213,6
29214,6
29215,2
29216,5
29217,13
29218,8
29219,4
29220,2
29221,5
29222,11
29223,5
29224,1
29225,1
29226,5
29227,4
29228,8
29229,5
29231,7
29232,3
29234,1
29235,5
29236,4
29237,1
29238,6
29240,6
29242,10
29243,7
29244,2
29245,4
29246,7
29247,13
29248,5
29252,4
29253,8
29254,4
29255,6
29256,4
29257,2
29260,5
29261,5
29262,25
29263,13
29264,2
29266,5
29267,18
29268,6
29269,4
29270,9
29272,5
29273,5
29274,3
29275,4
29276,10
29277,18
29278,5
29279,4
29280,5
29281,11
29282,8
29283,5
29284,1
29286,4
29287,9
29288,3
29289,3
29290,2
29291,5
29292,1
29293,13
29294,6
29297,2
29299,3
29302,4
29304,3
29306,4
29307,13
29308,1
29309,11
29310,3
29311,10
29312,19
29317,4
29318,6
29319,17
29323,8
29324,3
29325,9
29326,8
29328,5
29329,12
29330,4
29331,5
29332,5
29337,6
29338,12
29339,4
29341,2
29344,5
29349,9
29350,6
29351,6
29352,8
29353,4
29354,4
29357,6
29359,11
29362,5
29363,4
29364,8
29365,6
29366,4
29367,11
29368,8
29370,5
29372,2
29373,5
29374,7
29375,11
29376,5
29377,1
29379,1
29380,9
29384,5
29386,12
29387,4
29388,8
29389,4
29390,5
29391,15
29392,8
29394,13
29395,6
29396,6
29399,4
29401,4
29402,4
29403,6
29407,1
29408,4
29409,4
29410,3
29411,1
29412,6
29413,5
29415,8
29416,17
29417,3
29419,15
29420,1
29421,5
29423,6
29424,5
29425,7
29426,4
29427,8
29429,4
29430,5
29432,2
29433,7
29434,4
29435,11
29436,4
29437,2
29439,4
29441,4
29443,4
29444,5
29448,3
29450,7
29451,5
29452,13
29453,2
29455,5
29456,5
29457,2
29458,28
29460,6
29461,1
29462,8
29464,13
29465,2
29466,3
29469,1
29470,7
29472,4
29473,7
29474,4
29475,9
29477,3
29479,2
29480,4
29483,11
29484,4
29485,4
29486,3
29488,5
29489,4
29490,4
29491,5
29492,8
29493,5
29496,10
29497,5
29499,4
29500,5
29501,4
29502,9
29503,5
29505,7
29506,2
29507,11
29508,2
29509,3
29510,12
29511,4
29512,4
29513,1
29514,7
29515,4
29516,2
29518,6
29519,3
29520,5
29521,13
29522,4
29523,4
29524,4
29525,13
29526,5
29527,4
29528,4
29529,5
29530,2
29531,6
29532,5
29533,4
29535,2
29536,4
29537,6
29540,5
29542,2
29543,4
29544,5
29545,6
29546,4
29547,5
29549,3
29551,2
29552,4
29553,3
29554,14
29555,2
29556,5
29559,7
29560,8
29561,2
29562,4
29565,4
29566,7
29567,15
29569,3
29570,4
29571,8
29572,6
29573,4
29574,9
29577,4
29578,2
29580,7
29581,13
29582,5
29584,2
29585,2
29586,3
29587,11
29588,13
29589,3
29590,2
29592,5
29593,4
29596,4
29597,2
29599,12
29600,7
29601,3
29602,2
29603,4
29604,2
29605,1
29607,9
29608,4
29609,4
29610,10
29611,4
29612,4
29613,6
29614,5
29617,8
29618,1
29620,3
29621,8
29622,2
29624,4
29625,4
29626,4
29628,2
29629,6
29630,13
29631,2
29632,4
29633,11
29635,11
29636,24
29637,4
29639,4
29640,9
29641,10
29643,1
29644,7
29646,10
29647,5
29648,3
29650,4
29651,5
29652,3
29653,4
29654,17
29655,5
29656,4
29657,4
29658,4
29659,7
29660,3
29661,17
29663,4
29664,9
29666,4
29667,2
29668,4
29670,1
29671,4
29672,11
29674,13
29679,1
29680,8
29681,4
29684,4
29685,12
29686,4
29687,5
29689,8
29690,6
29691,5
29692,2
29695,5
29697,6
29698,5
29700,2
29702,4
29703,11
29704,1
29705,4
29707,12
29708,5
29709,27
29710,4
29711,5
29712,1
29713,4
29714,2
29716,2
29719,4
29720,5
29721,13
29725,3
29726,3
29727,4
29729,4
29730,4
29733,4
29735,15
29739,13
29740,1
29741,4
29742,2
29744,12
29746,5
29747,13
29748,4
29751,5
29752,4
29754,1
29755,8
29756,4
29758,4
29762,4
29763,1
29765,5
29766,3
29767,6
29768,3
29769,2
29770,4
29771,5
29773,5
29774,5
29775,5
29776,8
29777,11
29778,2
29779,9
29782,10
29783,7
29786,9
29787,3
29788,5
29789,4
29790,5
29791,5
29792,4
29794,7
29795,7
29797,16
29798,2
29800,4
29801,9
29802,4
29803,6
29804,5
29806,12
29809,8
29810,5
29811,5
29813,5
29816,4
29817,7
29818,2
29819,2
29820,5
29821,3
29822,3
29823,5
29824,12
29825,3
29827,8
29830,2
29831,4
29835,5
29836,5
29837,3
29839,1
29840,5
29841,13
29842,3
29845,5
29846,4
29850,4
29851,11
29853,4
29854,4
29855,4
29857,5
29858,4
29859,4
29860,4
29861,2
29863,4
29868,2
29870,4
29872,25
29873,4
29876,5
29877,4
29879,3
29880,8
29881,2
29882,9
29883,5
29884,4
29887,6
29889,11
29893,4
29894,3
29895,7
29897,1
29898,14
29900,8
29901,4
29905,1
29906,9
29907,13
29909,2
29913,5
29914,4
29915,4
29918,10
29919,4
29920,4
29921,6
29922,1
29924,5
29925,11
29926,6
29927,5
29928,5
29929,2
29930,5
29931,1
29932,2
29933,5
29936,9
29938,1
29940,1
29942,1
29943,17
29944,15
29945,5
29946,7
29947,4
29948,8
29949,24
29950,4
29952,6
29953,2
29954,9
29955,4
29956,11
29957,9
29958,1
29959,7
29963,7
29964,5
29965,5
29966,20
29967,4
29968,8
29969,8
29971,7
29972,2
29974,1
29976,4
29977,1
29984,6
29985,1
29986,9
29987,5
29988,2
29989,3
29990,9
29991,4
29994,7
29995,17
29996,9
29998,5
29999,10
30002,4
30003,4
30004,4
30005,4
30006,6
30007,5
30008,5
30009,6
30010,5
30011,5
30012,3
30014,4
30015,1
30017,2
30018,4
30019,3
30021,3
30022,6
30023,4
30024,3
30025,4
30026,2
30027,5
30028,10
30029,4
30030,4
30031,7
30032,7
30033,5
30035,4
30036,4
30038,1
30040,9
30042,5
30043,5
30044,5
30045,2
30047,5
30048,10
30049,1
30051,8
30052,8
30053,5
30054,10
30056,5
30057,3
30058,4
30060,21
30062,4
30065,1
30068,6
30070,5
30071,5
30072,4
30073,10
30075,16
30076,5
30079,4
30080,4
30081,4
30082,4
30083,7
30084,4
30087,4
30088,3
30089,7
30090,4
30093,2
30094,4
30095,9
30097,4
30099,1
30101,5
30102,5
30103,5
30104,2
30108,9
30109,4
30110,5
30113,5
30114,3
30115,6
30117,7
30118,4
30119,4
30120,5
30121,3
30122,5
30123,9
30124,10
30125,4
30126,1
30127,27
30128,5
30130,4
30131,4
30133,6
30135,4
30136,2
30137,5
30140,18
30142,10
30143,10
30144,10
30145,2
30146,5
30147,13
30148,1
30149,7
30150,4
30151,10
30152,4
30153,13
30154,9
30155,1
30157,9
30158,11
30159,13
30160,17
30161,7
30162,3
30163,3
30164,2
30165,12
30166,4
30168,1
30169,2
30170,9
30171,4
30173,3
30174,5
30175,1
30176,5
30177,10
30180,1
30181,7
30182,7
30184,11
30185,5
30186,4
30189,3
30192,2
30195,4
30196,7
30197,4
30198,24
30199,5
30200,2
30201,5
30202,4
30204,8
30205,2
30208,15
30209,4
30212,4
30213,6
30214,5
30215,5
30216,12
30217,2
30218,1
30221,4
30223,2
30225,10
30229,11
30230,10
30232,7
30233,6
30235,3
30238,3
30239,5
30240,10
30241,7
30242,4
30243,4
30246,3
30247,4
30248,4
30249,4
30250,5
30251,2
30252,2
30253,3
30254,3
30257,4
30258,4
30259,4
30260,8
30261,5
30262,4
30263,12
30264,4
30265,6
30266,4
30267,1
30269,5
30273,7
30274,4
30278,5
30279,15
30280,12
30281,2
30282,5
30283,10
30284,4
30285,3
30287,13
30288,4
30289,11
30291,2
30293,5
30294,2
30295,2
30296,8
30297,4
30300,4
30301,6
30302,2
30303,7
30305,8
30306,6
30309,4
30310,4
30311,5
30313,5
30314,2
30315,5
30316,4
30317,7
30318,2
30321,4
30322,4
30324,2
30325,14
30326,8
30327,13
30328,6
30329,4
30330,5
30332,4
30333,3
30335,4
30336,4
30337,13
30338,5
30340,6
30342,8
30343,4
30345,3
30346,4
30347,1
30349,2
30350,8
30351,30
30352,4
30353,12
30354,6
30355,2
30356,8
30357,3
30358,1
30360,4
30361,2
30362,6
30363,4
30365,9
30366,13
30367,7
30368,5
30369,5
30373,5
30374,2
30375,4
30376,13
30377,4
30380,5
30382,5
30383,1
30387,10
30388,3
30390,5
30391,6
30392,3
30396,5
30397,13
30399,4
30401,4
30403,4
30405,2
30407,12
30408,2
30409,2
30410,17
30411,4
30412,5
30416,5
30417,20
30418,4
30420,4
30421,14
30422,4
30424,13
30425,6
30426,10
30427,4
30428,6
30429,3
30430,29
30431,8
30433,3
30434,3
30437,4
30438,11
30439,14
30440,8
30443,4
30445,9
30446,4
30448,13
30449,6
30450,2
30451,5
30453,8
30457,3
30460,11
30463,4
30466,5
30468,7
30469,3
30470,4
30471,1
