ID,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,Error_Label
115007,0.40831999999999996,1.3774,-0.42065,0.10929000000000001,-0.32193,0.21105,-0.45253999999999994,-0.68034,1.4998,1.2527,1.0444,-1.3419,0.044711,-0.44864,1.0127,-1.7012,-1.5003,0.81758,1.7706,-1.6274,-0.66254,0.67618,1.4336,-0.25111999999999995,-1.4719,-1.4398,1.6038,0.21519000000000002,2.941,0.014684000000000001,-0.031351,-1.82,-2.7455,-1.0763,-0.037084,-0.22385,-0.062155999999999996,-0.66288,1.5133,0.07737100000000001,0.031415,0.98749,0.59916,0.16410999999999998,-2.2793,0.17556,-2.1927,-1.9604,-1.5113,-0.48908999999999997,-0.26605999999999996,-0.75241,0.62379,0.6414300000000001,1.06,0.50011,-0.11912,-1.1937,0.5709,0.21761999999999998,1.0383,-4.0708,0.09014,1.4442,-0.13710999999999998,-0.053988,0.80574,3.0992,-0.68786,-1.1576,-0.71035,-0.91199,-0.9347,-1.7201,-0.5070100000000001,-0.16943,0.46429,-0.22995,-0.37018,0.77263,-1.1357,0.37739,1.6855,-0.043689,-1.0411,-0.13308,0.68286,0.52676,-0.22644,-0.22846999999999998,0.15044000000000002,-1.88,2.7367,-0.083489,-0.80971,-2.1806,-1.8958,0.00019079,-2.647,-1.4046,100000000000000000
115008,1.3417,-1.5273,1.1882,-0.3296,2.5759,-0.6776,-0.4884,-0.9555,-1.5564,0.6981,-0.0974,0.7994,-0.4803,-0.3422,0.6866,0.9602,-0.0326,-0.1402,-0.1117,0.2814,0.9942,0.61,0.7875,-0.6786,0.8702,0.5757,1.7663,0.5338,0.5062,-0.6347,-0.0625,0.7178,1.1665,-0.4321,0.1206,0.1966,2.4355,0.7354,1.7255,0.7163,0.7726,-0.9569,-0.448,1.4252,2.4693,0.4479,-1.5892,1.7451,0.3487,1.3953,0.0579,-1.1321,-0.4647,-0.9569,0.4803,0.1994,-0.9274,-0.0715,-0.036,0.1353,0.2002,2.6817,0.0136,-0.8923,-2.3834,-1.1827,0.3356,-0.6246,-1.2871,-2.5889,0.7319,0.0449,-0.5582,-1.1539,1.6987,0.6825,1.1036,1.4892,1.6371,0.5458,0.6618,1.1116,1.0347,0.6866,1.4791,-0.9609,-1.2979,0.3334,-0.4104,2.8497,0.336,-0.2918,-0.6434,-1.7965,-0.6409,-2.5403,1.1642,-1.8879,-0.4444,0.7414,000001000010010000
115009,0.1384,-2.0827,1.1151,-0.3657,0.0914,-2.1061,-0.4461,-0.6673,-0.7073,0.5041,-0.2068,-0.3277,-0.8085,-1.7346,0.9763,-0.1103,-0.9166,1.2546,0.571,0.3027,-2.388,0.005,-1.5524,-0.2396,-0.0128,1.3196,1.2231,-0.0898,-0.5704,0.4655,-0.5701,1.2259,-0.6994,-0.4154,0.113,-0.5281,-0.137,-0.1324,0.7321,-0.87,0.0949,3.1308,-1.5543,-0.249,1.0006,0.6262,-0.514,-1.6464,-2.015,0.6697,0.3567,1.1893,-0.0038,0.8688,-0.177,0.7098,-0.8931,-2.4776,-2.7635,0.5461,-1.5144,-1.6299,-1.2106,-0.5366,-0.3079,-2.5011,-0.7919,0.7958,0.5535,-0.7385,0.9087,0.1634,0.5191,0.4665,0.5132,0.6686,0.1796,-0.533,-0.6167,-0.6534,0.1799,0.7715,0.5196,-1.0318,2.3874,0.7051,0.5276,0.7181,-0.0875,-0.1828,-0.8194,0.2581,0.1449,1.7379,2.1075,-0.3029,0.5141,0.6625,0.9331,-1.2449,000000001001010000
115010,1.0424,-1.2274,-0.6625,0.6482,-0.2109,1.2296,-1.6461,-0.9868,-1.5092,0.1142,-0.845,2.1409,-0.3972,-1.6111,0.4034,-1.4237,0.7726,0.29,-0.3971,-0.7071,0.9297,1.9454,-0.1515,-1.5067,-1.008,-0.2608,-2.5622,-1.6605,-1.5171,-1.8208,-0.8763,-0.3806,1.0603,1.656,-1.0415,-0.8777,-0.1319,-0.5324,1.9983,1.081,-0.8488,-0.8612,2.2332,1.5044,0.8141,1.032,-1.4281,-1.919,1.394,-1.091,-1.1638,-0.5415,-1.1858,1.3621,-0.2028,0.971,-2.5242,0.7127,-0.5496,-1.3441,-3.1925,-0.729,-0.2755,-1.2312,-1.3011,-1.1179,0.955,-0.1355,-0.1174,1.9397,-0.4543,-0.4216,-1.5608,1.1502,-0.8149,-0.1821,0.7426,-0.8562,-0.5178,-1.7232,-1.1245,-1.9323,1.1609,1.3029,-0.6166,0.3362,-0.0503,-1.1849,1.4239,-0.0969,0.0065,-0.1657,-0.2088,1.3071,-0.0121,1.0466,0.6111,-1.3204,-0.7626,0.5642,000001000000000000
115011,-0.8807,0.8348,1.7484,-1.4363,0.7565,-1.1709,-1.1644,-0.5058,-1.6548,0.3257,1.1562,0.2496,-1.5699,-1.1511,-0.4223,-0.6098,1.2696,-0.4755,1.2818,-0.0836,0.0644,0.1491,0.5754,-2.8832,-0.4573,-0.7088,0.5455,0.9288,0.5942,-1.4577,-0.4126,-1.1399,-0.0746,1.5118,0.1398,-1.0764,0.1911,-1.4038,0.6224,-0.7615,1.9115,-0.0718,1.0273,1.303,0.0237,0.0229,-1.7153,1.2508,0.4272,-1.1654,-0.0947,1.3308,-1.0199,-0.2336,0.7929,-0.901,-1.3385,-1.0678,-0.4918,-0.1371,0.766,-0.2555,0.5961,0.6347,-0.0075,1.449,-1.1994,-0.4197,0.4544,0.4368,-0.4543,0.6689,1.9814,-0.8473,-0.1642,0.4283,-0.5762,0.9658,0.0792,-0.5473,0.8093,-0.2254,-1.5065,-1.9156,-1.4588,-0.3327,1.0229,-1.7298,-0.4289,-0.4475,-0.042,0.1595,-0.6973,3.3844,-0.8077,0.7623,0.0972,-0.7844,-0.4288,-0.636,000001000000000000
115012,-0.7467,-1.1576,-2.3134,-0.4289,-1.1562,-1.2709,1.2696,-0.5079,-0.8814,1.039,0.9769,-0.0259,-1.6276,1.7053,-0.083,-1.3953,-1.3131,-1.998,-0.83,1.8465,-1.3041,-0.6113,-0.1286,1.4893,0.9662,1.0982,-0.9832,-1.781,-0.1632,0.0753,-1.2135,0.1457,0.6883,0.2278,-0.3296,-0.1132,-0.5849,-1.7955,-1.5126,1.0879,-0.3597,1.2569,-1.5828,2.4067,1.0278,0.2185,-1.6172,-0.5615,-0.6894,-0.5251,-0.0704,0.3463,-0.0139,-0.5225,-0.2305,1.7376,-1.8507,1.3397,1.707,-1.1807,1.3838,-0.4434,-0.2735,0.4525,-2.537,-0.5851,1.291,0.1408,1.1273,0.6111,0.9408,0.896,0.3637,-2.461,-1.3227,-0.6846,-0.055,0.8268,-0.8286,-0.2516,-2.7954,1.039,-1.0136,-0.8657,0.7951,-1.5325,0.8607,-0.2522,-0.8474,-0.3114,-0.2044,0.7504,-0.3401,-0.4477,-1.6423,-2.2881,0.6254,0.4355,1.032,-1.6796,000000000001010000
115013,-0.1904,-0.3888,0.5331,0.2973,-2.1429,-0.528,-0.8048,-0.1814,-1.8731,-0.9951,-0.3364,-0.769,-0.9956,0.2176,-0.266,0.9985,0.4601,0.1215,-0.0923,-0.508,-0.216,0.1984,-2.0466,0.3084,-0.5335,-0.9454,0.3171,0.0038,-0.5538,-0.7055,-1.2216,0.3015,0.4493,0.7847,0.3573,-1.1402,-1.7396,0.4318,0.0966,0.3689,-0.8726,0.5096,-0.4715,-0.701,1.3419,-0.4446,-0.6296,0.8734,-0.853,-0.5735,-0.2606,0.9881,0.2925,-0.3391,-0.396,-1.0566,-1.799,0.6877,-1.8897,0.7188,2.3999,-1.1421,-0.402,2.4061,-2.7203,1.1628,1.1156,-1.072,-0.9028,1.812,-0.6396,0.4704,-0.4643,-2.0795,0.4489,-0.3858,0.3371,0.7375,-1.1888,-0.9359,-1.3204,0.7671,-1.139,1.4328,-0.4773,-3.329,0.5258,-2.5137,0.7687,0.9397,1.656,0.5096,-0.5395,-2.2911,2.2844,0.3688,-0.6894,1.6156,0.4454,-0.7379,000000000000000100
115014,-2.3732,-0.9344,0.0315,0.0315,-1.9775,-0.944,-1.7376,-0.4259,-0.7797,-1.3898,0.2011,-0.1359,-0.0148,0.0844,-0.3033,-1.6978,-0.5297,-0.5556,0.6805,-0.0451,-2.1596,0.6987,0.1353,0.393,1.0384,-0.9794,0.7205,0.7877,1.4694,-2.0391,-0.8848,-0.8545,-1.0129,0.2091,-0.0112,-0.624,2.1438,0.3448,1.2967,1.8461,-0.0528,1.8047,0.2337,-0.1852,-1.5647,-0.697,-0.5307,-1.5991,0.7537,-0.2698,0.5338,-0.2195,-1.0539,1.0985,1.105,0.4617,-0.3878,1.3872,-0.6507,-1.6383,0.6191,1.9856,0.0394,-0.1719,-1.4318,-2.0691,-1.5743,0.6417,-2.4577,-1.1196,-1.1731,-1.7625,0.2644,-0.0584,1.1223,0.5108,-0.1034,-0.9878,-1.5957,-0.1286,-0.0404,-1.569,0.2787,-0.8344,-1.3898,0.6932,0.0321,1.6456,-0.4235,0.0653,0.0168,0.36,-1.8991,-0.3128,-0.9234,1.7287,1.9517,-1.8425,-0.428,-1.0189,010000000000011000
115015,0.4777,0.2717,0.9204,0.0381,-0.9253,1.511,-0.638,0.2367,0.428,0.5482,-0.378,-1.1569,-1.4128,-1.5578,1.7626,-0.3242,0.4117,-0.0276,-0.1714,0.1349,0.7205,1.2563,-0.3823,-0.8098,1.1188,-1.2573,-0.9726,3.0992,1.1231,1.1163,-2.236,0.9907,-0.4473,-0.2813,-1.0711,-0.6909,-0.0613,0.2173,1.1393,0.7383,0.3592,-1.5359,-1.4251,-1.1112,0.625,-1.5033,-0.6688,-0.5062,-0.1191,0.7038,-2.0488,-1.129,-0.0141,-0.479,-1.0734,-0.0897,0.0995,1.0501,-1.5075,0.4066,-0.2869,-1.8098,0.1255,-1.3953,1.9802,-0.4092,-1.4017,0.935,0.4339,1.6266,2.7167,0.4793,1.6128,-0.9193,0.1766,-0.5136,-0.0046,0.1593,-0.2188,-1.2606,-0.7034,-0.4223,-0.7054,-0.1733,0.173,0.6035,-0.6213,-0.4082,-0.0623,-2.4551,-1.1513,0.3674,-1.8324,-1.0473,2.2855,-0.8358,0.1151,0.5499,-1.2718,0.0422,010001000000001000
115016,0.6229,0.8572,-0.7971,-1.0857,-0.8186,0.1433,-0.7278,0.171,0.1852,-0.0981,-0.2331,1.8173,-0.0935,-1.2522,0.1494,0.8255,1.2304,1.2671,-0.8822,-0.0789,0.7918,0.3209,-0.6347,0.7303,-0.3117,-1.4743,-1.5139,-1.9341,-0.5622,-2.7629,0.2027,1.4202,-1.3114,0.521,1.5733,-0.9946,2.1013,-1.0179,-0.0843,0.7934,1.039,0.2874,-0.2566,-0.5455,-1.4178,-0.7434,-0.8469,0.3859,-0.8015,0.8657,-0.3664,0.5222,-0.232,-0.3122,-1.1777,1.4774,-0.2738,-1.2422,0.962,-2.8133,0.8996,0.4107,2.4701,-0.506,0.4277,0.8063,-1.4891,1.4416,1.9353,0.3599,0.4593,-1.05,0.3488,0.4678,-0.7354,0.5844,0.8559,-0.7958,0.5375,-1.0604,-1.8327,1.2234,-0.7538,0.8325,1.7081,-2.3553,-1.5917,0.4544,1.1743,-1.9239,-1.1813,-1.3199,2.1018,-0.5085,-1.0974,-0.5308,0.6848,-0.2532,1.4892,-1.0691,000001000010010000
115020,0.3356,-0.9785,1.3578,-0.3628,0.6237,0.8511,-0.3663,-2.1451,0.2689,0.2801,0.0467,0.6646,-0.5875,-0.397,-0.8821,0.5394,1.1689,0.6144,-1.6885,0.1211,-0.573,0.8491,-1.8166,-2.3541,-1.3081,-1.564,-0.1368,0.8089,-2.0454,-1.6845,-0.418,-1.8186,-0.2094,0.577,0.2214,1.8563,0.6682,0.8653,-0.897,-0.4571,-0.6235,1.0693,-0.0651,-0.0982,-1.2022,-0.6118,0.1031,-1.3789,1.7765,0.6805,-0.9093,0.2922,-0.3608,-1.0883,0.0233,-1.5641,0.8577,1.5777,-0.5176,-0.2425,-1.1579,2.0004,-2.3231,-1.7745,-2.5832,-0.3426,2.2811,1.423,0.3444,-0.4734,2.1396,-0.498,1.469,0.0194,-0.2092,0.3565,-0.1642,0.7726,-1.0045,0.2816,-0.8869,-0.2441,0.2473,-0.9917,1.0523,0.3934,-1.3766,-0.283,-0.3099,0.1056,0.9405,-1.8229,-0.5146,-0.8303,-1.0674,0.4813,-0.8548,-1.6208,-0.5213,0.5394,000001000000000000
115021,-1.6761,0.0907,0.4867,0.4529,-1.6095,-2.1343,1.4619,0.7841,0.8672,1.7845,-1.7359,1.1035,-0.4971,-0.6255,1.2976,0.1095,0.0643,0.0177,1.3183,1.4757,0.5894,-2.5724,2.4928,0.8478,1.294,1.9137,-0.7851,-1.1714,-1.4457,2.8887,-0.2115,0.6913,1.0049,0.1412,-0.9507,0.2645,-0.0772,-1.083,0.7218,-0.6635,-0.5734,-1.5344,1.9079,0.8004,-1.9202,-0.6115,1.1645,-1.0417,1.3421,1.4252,-1.267,0.7414,1.0656,-0.4571,-1.2466,-1.5365,0.2942,0.1494,0.3714,0.1519,1.4754,-2.4805,0.3973,-0.3336,1.5495,0.0513,0.3944,-1.6399,-0.4676,-0.3813,-0.6458,-0.7775,-0.668,-0.9074,-1.0977,-0.6323,-0.6702,2.5381,-0.7828,-0.5816,-0.3916,0.236,-0.1542,1.9801,-2.4303,0.5001,1.1114,0.4703,-0.4543,0.8957,0.3103,0.6969,0.5108,1.0424,-0.9349,0.7102,-1.2364,-0.6869,0.684,0.7205,000001000010010000
115023,-0.7879,-1.1255,1.0652,-2.3231,-0.6006,0.8512,0.722,-1.4906,-1.7905,-0.0182,-0.8356,-0.8895,-0.0126,-0.1714,-1.0032,0.7125,-2.0057,0.5365,-1.0315,0.2013,-0.1345,-1.1363,-0.594,-0.7593,1.3259,-0.6653,0.4015,1.9814,2.8139,-2.2205,0.0121,0.1849,1.9616,-1.2239,0.8491,-2.0122,-0.2888,0.5104,-0.6302,0.7126,2.6055,2.5759,1.4889,1.057,0.4728,0.6318,1.1916,-1.9917,0.2084,0.5013,-1.0803,-0.0913,-0.8212,-3.28,-0.7023,0.5013,-1.158,-0.0968,-2.3757,-0.4176,0.3396,-0.3517,-0.8477,-0.2888,-0.749,-1.7795,0.4921,-0.736,1.2305,-1.5557,-0.6695,1.197,-0.456,1.5528,-0.5556,3.0077,-1.4586,-1.2544,0.7414,-0.2136,-0.4112,-1.2282,-0.0388,0.9027,-0.4503,0.0867,0.4182,-0.2566,0.7188,-0.6845,-1.3635,-2.1187,-0.2888,1.0543,-0.0437,0.33,-0.7033,-0.0859,-0.2917,1.7859,010000001000001000
115026,-1.992,1.4463,0.1754,0.4321,0.269,-1.5111,-1.7285,1.1953,-1.236,0.7907,-0.8094,-2.3666,0.8496,0.3412,2.509,1.8699,-0.0441,0.9981,-0.9612,1.3073,-0.7538,1.7987,0.056,-2.7303,0.5035,-0.6836,-1.3732,-0.6894,-0.7677,-0.4904,0.7726,1.7823,0.0573,-0.3648,-2.0582,-2.362,-1.0645,1.2989,-0.1757,-0.4112,-0.5054,0.1793,-1.2909,0.9503,-2.6793,0.8064,0.7366,-0.0231,1.349,-0.7963,-0.6017,1.5942,-0.2125,0.4257,0.3678,-0.6198,0.7826,-1.4945,0.3325,-1.1844,-0.3087,-1.1097,0.4664,-0.6674,0.2162,0.469,-2.151,-1.0653,-0.3766,-0.047,-0.7194,-1.1418,0.8876,-0.0383,1.1849,1.5606,-0.6459,1.0334,-1.0617,0.0429,1.9628,-1.013,0.4472,-1.158,-0.8647,0.5258,-0.0326,0.2139,-1.7338,-2.6,-1.5014,0.7468,-0.9571,-1.757,-0.3121,-0.5855,-0.8635,-1.3393,-1.5966,1.246,000001000000110100
115027,2.467,1.1478,0.2081,-0.9903,0.2148,0.1134,-1.2135,-2.6582,-0.4149,0.2772,1.2234,1.361,0.8511,0.6646,1.4469,-1.2648,-0.0292,-0.394,1.3288,-0.6005,0.2551,0.7201,-1.2104,0.0238,-1.3501,-0.0665,-0.5624,-0.6303,-1.0813,2.6698,-0.3166,0.7439,-0.3318,-1.1117,-1.2524,-0.043,0.0766,-1.3976,1.5037,0.8736,-0.2251,-0.1084,0.8775,-0.2547,-0.9578,-0.4434,1.2644,0.0631,0.3909,3.1944,0.497,-0.263,0.4991,-1.2432,-1.0108,-1.1437,0.3585,0.7674,2.2938,-1.6276,-0.4977,-0.1122,0.2798,-0.8943,1.3261,0.1652,-0.2551,0.63,-0.3253,-0.7477,-0.783,-0.6319,0.5013,0.7864,-0.413,0.0133,-0.9074,-1.3512,-0.3672,2.0619,0.7649,0.213,0.4207,-0.2141,0.5836,1.3241,-2.0355,0.383,-1.4727,-1.7961,-0.1251,-0.1571,1.6314,0.0943,0.1178,-0.0985,-0.609,-0.3147,2.0937,-1.7381,000001000000011100
115028,1.584,0.1055,-0.5277,-0.8768,-1.4773,-0.1857,-0.6387,-1.9309,0.4725,-2.4818,-0.7808,-0.2992,-1.1754,1.1467,-0.3058,-0.4351,-0.5251,1.4319,0.2537,0.1191,-1.526,-0.6863,0.7582,-0.7891,-1.8825,0.1179,-0.5741,-0.1169,3.3133,1.8086,-0.3251,0.8374,-0.4845,0.1017,1.3441,-0.476,-1.9674,1.1839,-1.2466,-0.1715,0.3355,0.4349,1.5493,-0.2794,-1.4031,1.0929,-0.1444,-0.4806,-0.172,-1.0045,-0.0416,0.0216,0.1019,-1.2231,-1.7924,-1.988,-1.0216,1.4574,-0.3529,1.4608,2.6509,0.3792,0.5013,1.7821,-1.1694,0.6155,0.8536,-0.2947,1.1457,-1.2691,-0.366,-1.1591,1.3825,0.433,0.9158,-0.4777,-0.6376,1.2178,-0.734,-0.103,-0.9733,0.1707,-0.7383,0.7872,-0.5186,0.3416,-0.0331,1.0281,1.0775,-1.5982,-1.0338,0.2888,-1.3674,-0.3536,0.3764,1.7003,-1.6882,0.5903,-0.0426,-0.2541,000000001000000000
115029,2.3741,-1.8519,-0.9595,-0.2711,-1.0521,-1.4467,-0.0405,-0.4478,0.6985,0.0449,1.0066,-0.7958,-0.2572,1.009,0.3821,2.4278,-1.8357,-0.833,-1.0704,-1.3584,-2.6561,-0.6939,-2.4677,1.022,1.3169,-1.8979,-1.2967,-1.5845,-0.5899,-1.0574,0.2991,0.7488,0.8481,1.1447,1.5129,-0.0526,-0.2194,0.1056,1.0795,-0.2289,0.056,-1.328,-0.2572,2.3255,0.1002,-1.2177,-2.7277,-2.6103,0.8232,-0.4001,-0.7081,0.6508,-0.8973,-0.9569,-0.2226,-1.601,0.3236,0.7146,1.5238,0.793,-0.476,-2.4536,0.2597,0.1418,-1.535,-0.1301,0.7317,-0.5996,0.5013,-0.2718,1.168,-0.3511,1.445,-0.3702,1.6668,0.5422,-0.5703,-0.5225,-0.4747,-0.1984,-0.3888,2.6453,1.8208,-0.6955,-0.8544,0.3735,-1.2533,-1.0105,-1.3581,0.4073,-0.8765,-1.7616,-0.5923,-1.1511,-0.1218,0.7004,-0.223,-1.9398,1.5232,-1.916,000001000010010000
115030,-1.1286,0.4308,-2.5721,-2.3672,-1.0518,1.5613,-1.1285,1.2436,-0.5702,-0.6015,-0.1647,0.2723,-1.7975,2.2557,-2.1245,-1.4719,-0.1734,-1.4356,0.7436,0.5035,-1.4023,0.5402,0.952,0.4541,0.1603,-2.4833,2.5759,-2.8573,0.7432,1.1915,-1.1683,-1.5568,-0.4464,1.0685,-0.1983,-0.2237,0.69,-0.3304,1.0756,0.0884,-0.973,-0.1528,2.6764,0.0092,-1.8957,-0.0911,-0.5991,0.7594,-0.4098,1.2148,-1.1426,0.3771,-0.5104,0.8458,1.8215,-0.8567,0.0867,-0.0213,0.5285,0.2081,-1.7898,-1.8929,-1.4375,-0.3813,-1.0179,0.2492,0.274,0.6827,-0.7656,-1.2798,-1.3311,-0.5966,0.3728,0.9012,-0.803,0.5013,0.7707,-1.0452,-1.9473,-1.3324,-0.375,1.0413,-0.07,0.5662,0.5482,1.2436,2.6766,-0.3041,-0.1955,0.3791,-0.3222,-0.3422,-0.9293,1.4655,-2.7455,-1.6781,0.2245,-0.87,0.0421,0.3937,000000000000010000
115033,1.3448,-1.3649,0.2344,0.4168,-1.0645,1.8518,-0.8503,2.8712,-1.1293,1.0497,0.2015,2.7309,-0.3196,0.3897,0.2091,0.0912,-0.6834,-1.5871,1.2612,-0.7814,0.1477,1.3875,0.0086,-2.1968,0.9089,0.3295,-0.8614,1.5406,0.0337,-0.7593,-1.4915,0.5615,-0.5704,0.2986,-1.3087,1.6198,0.7918,-0.3384,-0.8548,-1.0332,-1.3985,-0.3504,-0.1408,1.9457,1.4158,0.5591,0.3615,0.2876,-0.2604,-0.1367,0.2459,-0.4472,-0.2437,-1.5635,-0.8761,1.037,0.9403,0.5164,-1.7392,-0.4444,0.1997,-0.3778,-0.1892,0.1352,0.1258,-1.8254,-0.8698,-0.4528,0.7841,-0.3461,-2.7256,0.7177,-0.2026,-0.4587,0.7464,0.9499,-0.586,0.5001,0.7484,-0.5533,1.361,-0.7418,-0.94,-1.3396,0.9882,0.0161,-0.5755,-0.8663,-1.1823,-0.0625,-0.5034,0.025,0.5196,-1.2637,0.0368,-1.3196,-1.4458,-2.3884,0.5748,0.1865,000000000000010000
115034,0.1151,-0.2513,-1.3414,-1.7714,0.5528,-1.6423,-0.3909,0.5844,-1.238,0.8018,1.3838,3.3691,1.6173,0.5133,-0.7045,-1.5014,-0.1418,-0.3783,0.1301,0.7144,-1.6838,-0.8719,-1.3985,-1.1033,2.0629,-0.364,0.5307,-1.5875,0.2739,-1.3048,0.3936,-0.8502,1.9322,-0.1371,0.3479,0.9008,1.1637,-0.0612,1.051,-2.1484,1.2053,-2.8819,-1.6276,1.9959,0.6327,1.2424,-0.8188,-0.5051,1.0196,-0.3908,-1.2402,0.2828,0.4417,-0.3928,-2.0454,-0.0175,-1.5683,-1.2468,-0.9804,-0.2675,1.1768,-1.1429,-1.6239,0.8434,-0.969,-0.4907,0.6922,2.1605,-1.0333,-1.4115,-1.5874,-1.1173,-1.5372,1.7884,3.0616,-1.4078,0.9763,-1.1462,-2.0795,-0.7669,-0.4132,1.9959,1.1723,-0.4029,-0.0971,1.0851,-0.7615,-0.9996,0.4774,-0.3223,2.4131,-0.2832,-2.4064,0.132,-1.6002,1.4864,-0.1637,0.1104,-0.0112,-0.4127,010000000000001100
115035,-0.4172,0.3034,-1.3329,0.4813,-1.236,0.3554,-1.2513,-0.3805,0.8205,-1.4901,-1.6017,0.1969,1.406,0.607,1.13,-0.2932,0.8526,-0.5466,-1.3357,-1.3962,-0.7209,0.2973,0.1349,1.2735,-0.3856,-0.4491,0.7588,-1.3924,-0.5038,-0.1609,1.9653,-1.302,-1.1913,0.1944,0.3447,-1.028,-1.1465,-2.6817,-0.4829,0.9184,0.6417,-0.9074,1.8144,-0.5141,-0.661,0.4631,-0.143,1.3456,-0.9282,-1.0802,-2.1646,0.7588,0.5013,-0.3524,-1.0749,0.018,-1.787,-0.291,-0.3438,0.5484,-0.476,1.3187,-0.9842,-0.029,-1.4251,-0.1717,-0.2305,-0.1596,-2.2985,0.1457,-0.7061,-0.4366,-0.4709,0.4833,-1.6612,-0.2685,-0.8466,-0.0548,0.1708,-0.5016,-1.321,0.8359,1.447,0.8185,-0.5923,0.3,-2.0057,0.6364,-1.7839,-0.5537,0.4712,1.3807,0.4296,-0.0544,-2.4688,1.0823,0.3553,-1.7801,-0.1801,0.7695,000000001011010000
115037,-0.8057,-0.2136,-0.1464,-0.6906,-0.112,0.4837,-0.5329,-0.4233,-0.2188,1.8458,-0.6703,-1.7918,-1.3964,2.142,-1.519,-0.3597,-0.2046,-0.9384,-0.1363,-0.1577,0.2205,0.782,1.1937,-0.0383,-0.4543,-1.1053,0.6104,2.8581,-0.249,2.2105,1.3057,1.8335,0.2533,0.3419,-1.3669,0.268,0.221,2.1573,-0.7252,0.2809,1.9161,-2.1596,-0.6684,-0.3255,-0.0146,-1.1465,-1.7163,-0.9706,1.7097,1.2651,-0.1307,-0.2521,-0.3521,0.9265,-0.5648,-0.0104,0.369,-1.7027,-0.7787,-1.6676,-1.0617,-0.0098,3.3157,1.0064,-0.5964,-0.8196,0.5171,-0.2092,-1.8389,-0.4677,1.2881,1.7241,0.7039,-1.1725,-0.4617,-0.8939,1.3422,-1.3614,-0.4906,0.8313,1.0112,1.7017,-1.236,-0.757,0.9086,-1.8989,-0.4763,1.8688,0.1261,0.7756,1.6581,0.5617,-1.4949,0.9754,-0.391,-0.1832,-2.6033,-1.0784,-0.2615,0.1067,001000000001010000
115039,-0.7767,2.3397,1.6956,0.0157,-0.7901,1.5595,-0.5289,-1.163,0.1612,0.0497,-0.6976,2.8673,1.5136,0.5544,-1.2649,-1.5608,0.7414,-0.6776,-0.7172,0.6242,-1.4277,0.9197,1.3561,-1.689,-0.8139,2.3476,-2.0454,2.2557,1.9534,-1.8383,1.5638,-0.5758,0.6596,-1.2373,0.3962,1.3716,-0.618,0.2522,-0.885,0.0509,-0.4325,0.3103,0.9199,0.17,-1.1567,0.0048,0.9186,-0.0662,-1.2842,-0.4932,-0.9607,-1.2649,-0.5971,-1.2983,1.3329,2.9039,-1.0521,-0.3294,0.8447,-1.7852,-0.4164,0.0573,-1.0309,-1.6174,-0.4219,-3.28,-0.5473,-0.6514,-0.57,-0.3404,-0.9551,-2.4666,1.213,-0.7529,0.0654,-0.4855,0.4261,-1.1616,-0.2252,0.5985,2.7233,-1.1675,0.1818,0.3569,-1.9024,-0.0179,-1.6302,1.102,1.2234,1.3825,-1.5528,0.3714,0.8335,-0.6609,-0.4452,-1.0165,1.9157,-0.2289,1.3948,0.9122,000000000000000100
115040,-0.1665,0.8244,-0.182,0.3361,-1.8081,-0.742,2.4201,-0.24,-0.0278,-1.7191,0.5786,-1.3584,-1.1301,0.13,0.2096,0.0349,-0.6803,-0.207,-0.8362,0.5023,0.2788,-1.5163,0.6539,0.2924,-1.4859,-0.5773,0.114,-1.7953,1.4204,-0.1164,-1.965,-0.9642,-2.6361,-0.3672,-0.2726,0.5131,-0.4355,0.4575,-0.6905,1.669,-1.4195,-0.043,-0.9363,-0.5613,-0.5371,-1.1561,0.698,1.305,0.2637,-0.5203,-1.4076,-0.3131,0.6414,0.1296,-0.6767,-1.0121,0.6775,-0.1916,0.5086,1.5657,0.949,-0.8063,1.5716,0.1852,1.0982,-0.2257,-0.3767,-1.251,-1.5327,-0.2712,-1.1084,-0.5821,1.361,-0.0243,-0.3516,-1.4501,-0.5568,-0.6144,-1.4587,0.7693,-1.0523,-1.2135,0.2803,1.1765,-1.1932,-0.126,-1.3638,-1.8859,-1.0268,0.8989,-2.3836,-0.1627,-0.6103,-0.0694,-0.4056,-0.3855,-0.7429,-0.6947,-0.2271,-1.557,000000001001010000
